Freq.	V(n008)/i(v1)
4.02717034325426e+004	(2.39970160513794e+002dB,1.79280821611608e+002°)
4.03645392967572e+004	(2.39970153059954e+002dB,1.79279165007164e+002°)
4.04575891697409e+004	(2.39970145573220e+002dB,1.79277504597077e+002°)
4.05508535448350e+004	(2.39970138053474e+002dB,1.79275840372761e+002°)
4.06443329165179e+004	(2.39970130500601e+002dB,1.79274172325612e+002°)
4.07380277804079e+004	(2.39970122914485e+002dB,1.79272500447009e+002°)
4.08319386332658e+004	(2.39970115295013e+002dB,1.79270824728316e+002°)
4.09260659729977e+004	(2.39970107642068e+002dB,1.79269145160881e+002°)
4.10204102986573e+004	(2.39970099955539e+002dB,1.79267461736036e+002°)
4.11149721104488e+004	(2.39970092235313e+002dB,1.79265774445096e+002°)
4.12097519097296e+004	(2.39970084481276e+002dB,1.79264083279360e+002°)
4.13047501990127e+004	(2.39970076693318e+002dB,1.79262388230113e+002°)
4.13999674819696e+004	(2.39970068871330e+002dB,1.79260689288623e+002°)
4.14954042634329e+004	(2.39970061015200e+002dB,1.79258986446141e+002°)
4.15910610493988e+004	(2.39970053124821e+002dB,1.79257279693904e+002°)
4.16869383470301e+004	(2.39970045200085e+002dB,1.79255569023133e+002°)
4.17830366646587e+004	(2.39970037240886e+002dB,1.79253854425033e+002°)
4.18793565117884e+004	(2.39970029247119e+002dB,1.79252135890794e+002°)
4.19758983990973e+004	(2.39970021218678e+002dB,1.79250413411589e+002°)
4.20726628384409e+004	(2.39970013155463e+002dB,1.79248686978579e+002°)
4.21696503428547e+004	(2.39970005057371e+002dB,1.79246956582907e+002°)
4.22668614265568e+004	(2.39969996924302e+002dB,1.79245222215701e+002°)
4.23642966049506e+004	(2.39969988756159e+002dB,1.79243483868075e+002°)
4.24619563946277e+004	(2.39969980552843e+002dB,1.79241741531128e+002°)
4.25598413133708e+004	(2.39969972314260e+002dB,1.79239995195942e+002°)
4.26579518801557e+004	(2.39969964040317e+002dB,1.79238244853588e+002°)
4.27562886151550e+004	(2.39969955730922e+002dB,1.79236490495118e+002°)
4.28548520397404e+004	(2.39969947385986e+002dB,1.79234732111573e+002°)
4.29536426764851e+004	(2.39969939005421e+002dB,1.79232969693978e+002°)
4.30526610491675e+004	(2.39969930589142e+002dB,1.79231203233342e+002°)
4.31519076827729e+004	(2.39969922137067e+002dB,1.79229432720663e+002°)
4.32513831034972e+004	(2.39969913649114e+002dB,1.79227658146923e+002°)
4.33510878387493e+004	(2.39969905125206e+002dB,1.79225879503089e+002°)
4.34510224171535e+004	(2.39969896565268e+002dB,1.79224096780116e+002°)
4.35511873685532e+004	(2.39969887969227e+002dB,1.79222309968944e+002°)
4.36515832240129e+004	(2.39969879337015e+002dB,1.79220519060500e+002°)
4.37522105158215e+004	(2.39969870668565e+002dB,1.79218724045696e+002°)
4.38530697774949e+004	(2.39969861963814e+002dB,1.79216924915432e+002°)
4.39541615437787e+004	(2.39969853222703e+002dB,1.79215121660594e+002°)
4.40554863506516e+004	(2.39969844445176e+002dB,1.79213314272055e+002°)
4.41570447353275e+004	(2.39969835631182e+002dB,1.79211502740675e+002°)
4.42588372362589e+004	(2.39969826780672e+002dB,1.79209687057299e+002°)
4.43608643931395e+004	(2.39969817893604e+002dB,1.79207867212762e+002°)
4.44631267469071e+004	(2.39969808969939e+002dB,1.79206043197885e+002°)
4.45656248397466e+004	(2.39969800009642e+002dB,1.79204215003475e+002°)
4.46683592150925e+004	(2.39969791012683e+002dB,1.79202382620328e+002°)
4.47713304176325e+004	(2.39969781979040e+002dB,1.79200546039228e+002°)
4.48745389933094e+004	(2.39969772908694e+002dB,1.79198705250944e+002°)
4.49779854893250e+004	(2.39969763801631e+002dB,1.79196860246235e+002°)
4.50816704541422e+004	(2.39969754657846e+002dB,1.79195011015848e+002°)
4.51855944374884e+004	(2.39969745477339e+002dB,1.79193157550514e+002°)
4.52897579903582e+004	(2.39969736260115e+002dB,1.79191299840957e+002°)
4.53941616650165e+004	(2.39969727006189e+002dB,1.79189437877886e+002°)
4.54988060150010e+004	(2.39969717715582e+002dB,1.79187571651997e+002°)
4.56036915951257e+004	(2.39969708388324e+002dB,1.79185701153975e+002°)
4.57088189614836e+004	(2.39969699024452e+002dB,1.79183826374495e+002°)
4.58141886714494e+004	(2.39969689624012e+002dB,1.79181947304216e+002°)
4.59198012836829e+004	(2.39969680187059e+002dB,1.79180063933787e+002°)
4.60256573581317e+004	(2.39969670713660e+002dB,1.79178176253844e+002°)
4.61317574560340e+004	(2.39969661203889e+002dB,1.79176284255009e+002°)
4.62381021399221e+004	(2.39969651657833e+002dB,1.79174387927895e+002°)
4.63446919736248e+004	(2.39969642075591e+002dB,1.79172487263097e+002°)
4.64515275222710e+004	(2.39969632457271e+002dB,1.79170582251201e+002°)
4.65586093522919e+004	(2.39969622802996e+002dB,1.79168672882776e+002°)
4.66659380314249e+004	(2.39969613112903e+002dB,1.79166759148380e+002°)
4.67735141287158e+004	(2.39969603387142e+002dB,1.79164841038554e+002°)
4.68813382145225e+004	(2.39969593625878e+002dB,1.79162918543824e+002°)
4.69894108605175e+004	(2.39969583829292e+002dB,1.79160991654701e+002°)
4.70977326396912e+004	(2.39969573997582e+002dB,1.79159060361678e+002°)
4.72063041263550e+004	(2.39969564130963e+002dB,1.79157124655231e+002°)
4.73151258961440e+004	(2.39969554229670e+002dB,1.79155184525819e+002°)
4.74241985260204e+004	(2.39969544293956e+002dB,1.79153239963877e+002°)
4.75335225942764e+004	(2.39969534324096e+002dB,1.79151290959823e+002°)
4.76430986805375e+004	(2.39969524320388e+002dB,1.79149337504049e+002°)
4.77529273657650e+004	(2.39969514283151e+002dB,1.79147379586923e+002°)
4.78630092322597e+004	(2.39969504212732e+002dB,1.79145417198787e+002°)
4.79733448636648e+004	(2.39969494109502e+002dB,1.79143450329952e+002°)
4.80839348449687e+004	(2.39969483973860e+002dB,1.79141478970701e+002°)
4.81947797625086e+004	(2.39969473806236e+002dB,1.79139503111277e+002°)
4.83058802039731e+004	(2.39969463607091e+002dB,1.79137522741890e+002°)
4.84172367584057e+004	(2.39969453376919e+002dB,1.79135537852704e+002°)
4.85288500162079e+004	(2.39969443116249e+002dB,1.79133548433839e+002°)
4.86407205691419e+004	(2.39969432825648e+002dB,1.79131554475364e+002°)
4.87528490103344e+004	(2.39969422505724e+002dB,1.79129555967291e+002°)
4.88652359342791e+004	(2.39969412157126e+002dB,1.79127552899570e+002°)
4.89778819368404e+004	(2.39969401780549e+002dB,1.79125545262080e+002°)
4.90907876152560e+004	(2.39969391376737e+002dB,1.79123533044624e+002°)
4.92039535681408e+004	(2.39969380946483e+002dB,1.79121516236920e+002°)
4.93173803954893e+004	(2.39969370490636e+002dB,1.79119494828589e+002°)
4.94310686986792e+004	(2.39969360010103e+002dB,1.79117468809146e+002°)
4.95450190804747e+004	(2.39969349505853e+002dB,1.79115438167985e+002°)
4.96592321450293e+004	(2.39969338978922e+002dB,1.79113402894369e+002°)
4.97737084978893e+004	(2.39969328430413e+002dB,1.79111362977410e+002°)
4.98884487459969e+004	(2.39969317861508e+002dB,1.79109318406056e+002°)
5.00034534976935e+004	(2.39969307273467e+002dB,1.79107269169065e+002°)
5.01187233627229e+004	(2.39969296667637e+002dB,1.79105215254988e+002°)
5.02342589522343e+004	(2.39969286045456e+002dB,1.79103156652138e+002°)
5.03500608787861e+004	(2.39969275408459e+002dB,1.79101093348569e+002°)
5.04661297563484e+004	(2.39969264758286e+002dB,1.79099025332036e+002°)
5.05824662003070e+004	(2.39969254096689e+002dB,1.79096952589962e+002°)
5.06990708274660e+004	(2.39969243425539e+002dB,1.79094875109395e+002°)
5.08159442560516e+004	(2.39969232746835e+002dB,1.79092792876965e+002°)
5.09330871057151e+004	(2.39969222062712e+002dB,1.79090705878826e+002°)
5.10504999975362e+004	(2.39969211375453e+002dB,1.79088614100601e+002°)
5.11681835540263e+004	(2.39969200687495e+002dB,1.79086517527309e+002°)
5.12861383991320e+004	(2.39969190001442e+002dB,1.79084416143295e+002°)
5.14043651582381e+004	(2.39969179320080e+002dB,1.79082309932135e+002°)
5.15228644581711e+004	(2.39969168646382e+002dB,1.79080198876544e+002°)
5.16416369272026e+004	(2.39969157983527e+002dB,1.79078082958261e+002°)
5.17606831950522e+004	(2.39969147334913e+002dB,1.79075962157922e+002°)
5.18800038928915e+004	(2.39969136704168e+002dB,1.79073836454912e+002°)
5.19995996533470e+004	(2.39969126095171e+002dB,1.79071705827208e+002°)
5.21194711105035e+004	(2.39969115512062e+002dB,1.79069570251182e+002°)
5.22396188999074e+004	(2.39969104959264e+002dB,1.79067429701396e+002°)
5.23600436585704e+004	(2.39969094441497e+002dB,1.79065284150350e+002°)
5.24807460249726e+004	(2.39969083963796e+002dB,1.79063133568213e+002°)
5.26017266390660e+004	(2.39969073531527e+002dB,1.79060977922500e+002°)
5.27229861422776e+004	(2.39969063150409e+002dB,1.79058817177714e+002°)
5.28445251775134e+004	(2.39969052826524e+002dB,1.79056651294934e+002°)
5.29663443891611e+004	(2.39969042566337e+002dB,1.79054480231342e+002°)
5.30884444230941e+004	(2.39969032376705e+002dB,1.79052303939693e+002°)
5.32108259266747e+004	(2.39969022264890e+002dB,1.79050122367696e+002°)
5.33334895487574e+004	(2.39969012238561e+002dB,1.79047935457322e+002°)
5.34564359396924e+004	(2.39969002305795e+002dB,1.79045743144010e+002°)
5.35796657513294e+004	(2.39968992475066e+002dB,1.79043545355763e+002°)
5.37031796370205e+004	(2.39968982755223e+002dB,1.79041342012126e+002°)
5.38269782516240e+004	(2.39968973155458e+002dB,1.79039133023023e+002°)
5.39510622515080e+004	(2.39968963685246e+002dB,1.79036918287451e+002°)
5.40754322945533e+004	(2.39968954354269e+002dB,1.79034697692007e+002°)
5.42000890401576e+004	(2.39968945172305e+002dB,1.79032471109238e+002°)
5.43250331492385e+004	(2.39968936149075e+002dB,1.79030238395812e+002°)
5.44502652842373e+004	(2.39968927294042e+002dB,1.79027999390501e+002°)
5.45757861091222e+004	(2.39968918616148e+002dB,1.79025753911976e+002°)
5.47015962893923e+004	(2.39968910123471e+002dB,1.79023501756450e+002°)
5.48276964920805e+004	(2.39968901822787e+002dB,1.79021242695179e+002°)
5.49540873857576e+004	(2.39968893719012e+002dB,1.79018976471918e+002°)
5.50807696405354e+004	(2.39968885814506e+002dB,1.79016702800406e+002°)
5.52077439280708e+004	(2.39968878108209e+002dB,1.79014421362049e+002°)
5.53350109215687e+004	(2.39968870594574e+002dB,1.79012131804025e+002°)
5.54625712957861e+004	(2.39968863262285e+002dB,1.79009833738109e+002°)
5.55904257270354e+004	(2.39968856092718e+002dB,1.79007526740650e+002°)
5.57185748931880e+004	(2.39968849058140e+002dB,1.79005210354252e+002°)
5.58470194736781e+004	(2.39968842119644e+002dB,1.79002884091857e+002°)
5.59757601495060e+004	(2.39968835224840e+002dB,1.79000547444107e+002°)
5.61047976032420e+004	(2.39968828305390e+002dB,1.78998199890994e+002°)
5.62341325190299e+004	(2.39968821274485e+002dB,1.78995840918912e+002°)
5.63637655825904e+004	(2.39968814024503e+002dB,1.78993470044229e+002°)
5.64936974812252e+004	(2.39968806425118e+002dB,1.78991086844281e+002°)
5.66239289038202e+004	(2.39968798322297e+002dB,1.78988690996252e+002°)
5.67544605408496e+004	(2.39968789538687e+002dB,1.78986282323521e+002°)
5.68852930843790e+004	(2.39968779875979e+002dB,1.78983860847749e+002°)
5.70164272280696e+004	(2.39968769119848e+002dB,1.78981426843193e+002°)
5.71478636671815e+004	(2.39968757047923e+002dB,1.78978980887649e+002°)
5.72796030985777e+004	(2.39968743440988e+002dB,1.78976523902364e+002°)
5.74116462207276e+004	(2.39968728097100e+002dB,1.78974057171844e+002°)
5.75439937337105e+004	(2.39968710847718e+002dB,1.78971582334453e+002°)
5.76766463392199e+004	(2.39968691574237e+002dB,1.78969101336771e+002°)
5.78096047405666e+004	(2.39968670222736e+002dB,1.78966616349170e+002°)
5.79428696426829e+004	(2.39968646814578e+002dB,1.78964129646533e+002°)
5.80764417521259e+004	(2.39968621450730e+002dB,1.78961643465344e+002°)
5.82103217770819e+004	(2.39968594308561e+002dB,1.78959159854307e+002°)
5.83445104273692e+004	(2.39968565631079e+002dB,1.78956680538505e+002°)
5.84790084144428e+004	(2.39968535709967e+002dB,1.78954206815499e+002°)
5.86138164513975e+004	(2.39968504864812e+002dB,1.78951739496028e+002°)
5.87489352529723e+004	(2.39968473421444e+002dB,1.78949278893676e+002°)
5.88843655355535e+004	(2.39968441692149e+002dB,1.78946824859392e+002°)
5.90201080171791e+004	(2.39968409959829e+002dB,1.78944376850243e+002°)
5.91561634175420e+004	(2.39968378467207e+002dB,1.78941934018558e+002°)
5.92925324579946e+004	(2.39968347411207e+002dB,1.78939495307583e+002°)
5.94292158615518e+004	(2.39968316941903e+002dB,1.78937059542296e+002°)
5.95662143528956e+004	(2.39968287164997e+002dB,1.78934625507675e+002°)
5.97035286583782e+004	(2.39968258146631e+002dB,1.78932192010524e+002°)
5.98411595060265e+004	(2.39968229919465e+002dB,1.78929757924082e+002°)
5.99791076255455e+004	(2.39968202489118e+002dB,1.78927322216803e+002°)
6.01173737483223e+004	(2.39968175840378e+002dB,1.78924883967904e+002°)
6.02559586074303e+004	(2.39968149942765e+002dB,1.78922442372668e+002°)
6.03948629376325e+004	(2.39968124755290e+002dB,1.78919996740425e+002°)
6.05340874753858e+004	(2.39968100230335e+002dB,1.78917546487708e+002°)
6.06736329588450e+004	(2.39968076316708e+002dB,1.78915091128596e+002°)
6.08135001278662e+004	(2.39968052961965e+002dB,1.78912630263745e+002°)
6.09536897240113e+004	(2.39968030114106e+002dB,1.78910163569138e+002°)
6.10942024905516e+004	(2.39968007722762e+002dB,1.78907690785255e+002°)
6.12350391724717e+004	(2.39967985739985e+002dB,1.78905211707055e+002°)
6.13762005164738e+004	(2.39967964120726e+002dB,1.78902726174994e+002°)
6.15176872709812e+004	(2.39967942823088e+002dB,1.78900234067122e+002°)
6.16595001861425e+004	(2.39967921808410e+002dB,1.78897735292276e+002°)
6.18016400138359e+004	(2.39967901041235e+002dB,1.78895229784275e+002°)
6.19441075076724e+004	(2.39967880489199e+002dB,1.78892717497026e+002°)
6.20869034230006e+004	(2.39967860122871e+002dB,1.78890198400451e+002°)
6.22300285169102e+004	(2.39967839915559e+002dB,1.78887672477096e+002°)
6.23734835482362e+004	(2.39967819843112e+002dB,1.78885139719356e+002°)
6.25172692775628e+004	(2.39967799883705e+002dB,1.78882600127197e+002°)
6.26613864672278e+004	(2.39967780017641e+002dB,1.78880053706299e+002°)
6.28058358813260e+004	(2.39967760227151e+002dB,1.78877500466568e+002°)
6.29506182857139e+004	(2.39967740496213e+002dB,1.78874940420923e+002°)
6.30957344480135e+004	(2.39967720810379e+002dB,1.78872373584335e+002°)
6.32411851376161e+004	(2.39967701156619e+002dB,1.78869799973059e+002°)
6.33869711256868e+004	(2.39967681523173e+002dB,1.78867219604031e+002°)
6.35330931851685e+004	(2.39967661899428e+002dB,1.78864632494390e+002°)
6.36795520907857e+004	(2.39967642275792e+002dB,1.78862038661116e+002°)
6.38263486190489e+004	(2.39967622643590e+002dB,1.78859438120743e+002°)
6.39734835482589e+004	(2.39967602994971e+002dB,1.78856830889154e+002°)
6.41209576585102e+004	(2.39967583322819e+002dB,1.78854216981417e+002°)
6.42687717316960e+004	(2.39967563620675e+002dB,1.78851596411681e+002°)
6.44169265515117e+004	(2.39967543882674e+002dB,1.78848969193093e+002°)
6.45654229034595e+004	(2.39967524103478e+002dB,1.78846335337757e+002°)
6.47142615748523e+004	(2.39967504278223e+002dB,1.78843694856703e+002°)
6.48634433548178e+004	(2.39967484402471e+002dB,1.78841047759880e+002°)
6.50129690343030e+004	(2.39967464472164e+002dB,1.78838394056162e+002°)
6.51628394060782e+004	(2.39967444483589e+002dB,1.78835733753359e+002°)
6.53130552647411e+004	(2.39967424433338e+002dB,1.78833066858245e+002°)
6.54636174067214e+004	(2.39967404318283e+002dB,1.78830393376582e+002°)
6.56145266302844e+004	(2.39967384135541e+002dB,1.78827713313152e+002°)
6.57657837355359e+004	(2.39967363882455e+002dB,1.78825026671795e+002°)
6.59173895244260e+004	(2.39967343556571e+002dB,1.78822333455442e+002°)
6.60693448007534e+004	(2.39967323155614e+002dB,1.78819633666153e+002°)
6.62216503701700e+004	(2.39967302677475e+002dB,1.78816927305155e+002°)
6.63743070401847e+004	(2.39967282120192e+002dB,1.78814214372882e+002°)
6.65273156201679e+004	(2.39967261481938e+002dB,1.78811494869006e+002°)
6.66806769213559e+004	(2.39967240761006e+002dB,1.78808768792476e+002°)
6.68343917568552e+004	(2.39967219955799e+002dB,1.78806036141555e+002°)
6.69884609416464e+004	(2.39967199064817e+002dB,1.78803296913849e+002°)
6.71428852925889e+004	(2.39967178086653e+002dB,1.78800551106341e+002°)
6.72976656284254e+004	(2.39967157019979e+002dB,1.78797798715424e+002°)
6.74528027697858e+004	(2.39967135863539e+002dB,1.78795039736928e+002°)
6.76082975391918e+004	(2.39967114616148e+002dB,1.78792274166148e+002°)
6.77641507610611e+004	(2.39967093276677e+002dB,1.78789501997873e+002°)
6.79203632617121e+004	(2.39967071844056e+002dB,1.78786723226410e+002°)
6.80769358693677e+004	(2.39967050317262e+002dB,1.78783937845606e+002°)
6.82338694141605e+004	(2.39967028695318e+002dB,1.78781145848875e+002°)
6.83911647281365e+004	(2.39967006977290e+002dB,1.78778347229217e+002°)
6.85488226452597e+004	(2.39966985162280e+002dB,1.78775541979236e+002°)
6.87068440014167e+004	(2.39966963249422e+002dB,1.78772730091167e+002°)
6.88652296344211e+004	(2.39966941237885e+002dB,1.78769911556884e+002°)
6.90239803840177e+004	(2.39966919126864e+002dB,1.78767086367926e+002°)
6.91830970918871e+004	(2.39966896915579e+002dB,1.78764254515506e+002°)
6.93425806016503e+004	(2.39966874603275e+002dB,1.78761415990533e+002°)
6.95024317588731e+004	(2.39966852189216e+002dB,1.78758570783620e+002°)
6.96626514110703e+004	(2.39966829672687e+002dB,1.78755718885104e+002°)
6.98232404077105e+004	(2.39966807052989e+002dB,1.78752860285051e+002°)
6.99841996002207e+004	(2.39966784329441e+002dB,1.78749994973276e+002°)
7.01455298419905e+004	(2.39966761501373e+002dB,1.78747122939349e+002°)
7.03072319883767e+004	(2.39966738568131e+002dB,1.78744244172608e+002°)
7.04693068967080e+004	(2.39966715529071e+002dB,1.78741358662168e+002°)
7.06317554262895e+004	(2.39966692383561e+002dB,1.78738466396931e+002°)
7.07945784384071e+004	(2.39966669130977e+002dB,1.78735567365596e+002°)
7.09577767963321e+004	(2.39966645770705e+002dB,1.78732661556664e+002°)
7.11213513653261e+004	(2.39966622302138e+002dB,1.78729748958452e+002°)
7.12853030126452e+004	(2.39966598724676e+002dB,1.78726829559095e+002°)
7.14496326075445e+004	(2.39966575037726e+002dB,1.78723903346554e+002°)
7.16143410212834e+004	(2.39966551240700e+002dB,1.78720970308625e+002°)
7.17794291271293e+004	(2.39966527333015e+002dB,1.78718030432945e+002°)
7.19448978003631e+004	(2.39966503314092e+002dB,1.78715083706995e+002°)
7.21107479182831e+004	(2.39966479183357e+002dB,1.78712130118110e+002°)
7.22769803602101e+004	(2.39966454940237e+002dB,1.78709169653480e+002°)
7.24435960074921e+004	(2.39966430584165e+002dB,1.78706202300160e+002°)
7.26105957435085e+004	(2.39966406114574e+002dB,1.78703228045068e+002°)
7.27779804536754e+004	(2.39966381530901e+002dB,1.78700246874997e+002°)
7.29457510254499e+004	(2.39966356832583e+002dB,1.78697258776613e+002°)
7.31139083483347e+004	(2.39966332019061e+002dB,1.78694263736464e+002°)
7.32824533138834e+004	(2.39966307089773e+002dB,1.78691261740981e+002°)
7.34513868157044e+004	(2.39966282044162e+002dB,1.78688252776481e+002°)
7.36207097494666e+004	(2.39966256881669e+002dB,1.78685236829173e+002°)
7.37904230129030e+004	(2.39966231601738e+002dB,1.78682213885159e+002°)
7.39605275058167e+004	(2.39966206203809e+002dB,1.78679183930439e+002°)
7.41310241300846e+004	(2.39966180687326e+002dB,1.78676146950912e+002°)
7.43019137896630e+004	(2.39966155051730e+002dB,1.78673102932379e+002°)
7.44731973905918e+004	(2.39966129296464e+002dB,1.78670051860548e+002°)
7.46448758409995e+004	(2.39966103420968e+002dB,1.78666993721033e+002°)
7.48169500511082e+004	(2.39966077424682e+002dB,1.78663928499361e+002°)
7.49894209332384e+004	(2.39966051307046e+002dB,1.78660856180968e+002°)
7.51622894018133e+004	(2.39966025067498e+002dB,1.78657776751205e+002°)
7.53355563733645e+004	(2.39965998705475e+002dB,1.78654690195343e+002°)
7.55092227665361e+004	(2.39965972220413e+002dB,1.78651596498566e+002°)
7.56832895020901e+004	(2.39965945611746e+002dB,1.78648495645983e+002°)
7.58577575029111e+004	(2.39965918878907e+002dB,1.78645387622622e+002°)
7.60326276940109e+004	(2.39965892021328e+002dB,1.78642272413436e+002°)
7.62079010025339e+004	(2.39965865038438e+002dB,1.78639150003302e+002°)
7.63835783577617e+004	(2.39965837929665e+002dB,1.78636020377026e+002°)
7.65596606911182e+004	(2.39965810694435e+002dB,1.78632883519340e+002°)
7.67361489361745e+004	(2.39965783332172e+002dB,1.78629739414905e+002°)
7.69130440286535e+004	(2.39965755842297e+002dB,1.78626588048315e+002°)
7.70903469064356e+004	(2.39965728224232e+002dB,1.78623429404094e+002°)
7.72680585095628e+004	(2.39965700477393e+002dB,1.78620263466700e+002°)
7.74461797802444e+004	(2.39965672601197e+002dB,1.78617090220525e+002°)
7.76247116628617e+004	(2.39965644595057e+002dB,1.78613909649895e+002°)
7.78036551039729e+004	(2.39965616458384e+002dB,1.78610721739074e+002°)
7.79830110523183e+004	(2.39965588190586e+002dB,1.78607526472262e+002°)
7.81627804588254e+004	(2.39965559791071e+002dB,1.78604323833598e+002°)
7.83429642766136e+004	(2.39965531259241e+002dB,1.78601113807160e+002°)
7.85235634609995e+004	(2.39965502594499e+002dB,1.78597896376965e+002°)
7.87045789695022e+004	(2.39965473796243e+002dB,1.78594671526970e+002°)
7.88860117618478e+004	(2.39965444863870e+002dB,1.78591439241074e+002°)
7.90678627999748e+004	(2.39965415796773e+002dB,1.78588199503120e+002°)
7.92501330480394e+004	(2.39965386594344e+002dB,1.78584952296889e+002°)
7.94328234724204e+004	(2.39965357255971e+002dB,1.78581697606111e+002°)
7.96159350417241e+004	(2.39965327781040e+002dB,1.78578435414454e+002°)
7.97994687267899e+004	(2.39965298168933e+002dB,1.78575165705536e+002°)
7.99834255006950e+004	(2.39965268419032e+002dB,1.78571888462916e+002°)
8.01678063387601e+004	(2.39965238530713e+002dB,1.78568603670102e+002°)
8.03526122185539e+004	(2.39965208503352e+002dB,1.78565311310544e+002°)
8.05378441198988e+004	(2.39965178336319e+002dB,1.78562011367643e+002°)
8.07235030248759e+004	(2.39965148028985e+002dB,1.78558703824744e+002°)
8.09095899178303e+004	(2.39965117580715e+002dB,1.78555388665140e+002°)
8.10961057853761e+004	(2.39965086990872e+002dB,1.78552065872074e+002°)
8.12830516164019e+004	(2.39965056258816e+002dB,1.78548735428735e+002°)
8.14704284020760e+004	(2.39965025383906e+002dB,1.78545397318261e+002°)
8.16582371358512e+004	(2.39964994365494e+002dB,1.78542051523740e+002°)
8.18464788134709e+004	(2.39964963202932e+002dB,1.78538698028208e+002°)
8.20351544329738e+004	(2.39964931895569e+002dB,1.78535336814653e+002°)
8.22242649946990e+004	(2.39964900442750e+002dB,1.78531967866011e+002°)
8.24138115012921e+004	(2.39964868843817e+002dB,1.78528591165169e+002°)
8.26037949577097e+004	(2.39964837098108e+002dB,1.78525206694964e+002°)
8.27942163712253e+004	(2.39964805204961e+002dB,1.78521814438186e+002°)
8.29850767514341e+004	(2.39964773163707e+002dB,1.78518414377573e+002°)
8.31763771102589e+004	(2.39964740973676e+002dB,1.78515006495818e+002°)
8.33681184619552e+004	(2.39964708634195e+002dB,1.78511590775562e+002°)
8.35603018231165e+004	(2.39964676144588e+002dB,1.78508167199400e+002°)
8.37529282126800e+004	(2.39964643504173e+002dB,1.78504735749879e+002°)
8.39459986519314e+004	(2.39964610712270e+002dB,1.78501296409497e+002°)
8.41395141645112e+004	(2.39964577768190e+002dB,1.78497849160706e+002°)
8.43334757764192e+004	(2.39964544671244e+002dB,1.78494393985910e+002°)
8.45278845160206e+004	(2.39964511420741e+002dB,1.78490930867465e+002°)
8.47227414140512e+004	(2.39964478015983e+002dB,1.78487459787681e+002°)
8.49180475036229e+004	(2.39964444456271e+002dB,1.78483980728820e+002°)
8.51138038202292e+004	(2.39964410740903e+002dB,1.78480493673099e+002°)
8.53100114017505e+004	(2.39964376869172e+002dB,1.78476998602686e+002°)
8.55066712884598e+004	(2.39964342840370e+002dB,1.78473495499705e+002°)
8.57037845230284e+004	(2.39964308653783e+002dB,1.78469984346231e+002°)
8.59013521505310e+004	(2.39964274308696e+002dB,1.78466465124296e+002°)
8.60993752184515e+004	(2.39964239804389e+002dB,1.78462937815882e+002°)
8.62978547766884e+004	(2.39964205140139e+002dB,1.78459402402929e+002°)
8.64967918775607e+004	(2.39964170315220e+002dB,1.78455858867327e+002°)
8.66961875758130e+004	(2.39964135328902e+002dB,1.78452307190923e+002°)
8.68960429286215e+004	(2.39964100180452e+002dB,1.78448747355517e+002°)
8.70963589955994e+004	(2.39964064869133e+002dB,1.78445179342864e+002°)
8.72971368388024e+004	(2.39964029394205e+002dB,1.78441603134672e+002°)
8.74983775227349e+004	(2.39963993754925e+002dB,1.78438018712606e+002°)
8.77000821143547e+004	(2.39963957950545e+002dB,1.78434426058282e+002°)
8.79022516830796e+004	(2.39963921980314e+002dB,1.78430825153273e+002°)
8.81048873007926e+004	(2.39963885843479e+002dB,1.78427215979106e+002°)
8.83079900418474e+004	(2.39963849539282e+002dB,1.78423598517263e+002°)
8.85115609830747e+004	(2.39963813066961e+002dB,1.78419972749179e+002°)
8.87156012037872e+004	(2.39963776425751e+002dB,1.78416338656246e+002°)
8.89201117857859e+004	(2.39963739614884e+002dB,1.78412696219810e+002°)
8.91250938133656e+004	(2.39963702633587e+002dB,1.78409045421170e+002°)
8.93305483733205e+004	(2.39963665481085e+002dB,1.78405386241583e+002°)
8.95364765549504e+004	(2.39963628156598e+002dB,1.78401718662259e+002°)
8.97428794500658e+004	(2.39963590659343e+002dB,1.78398042664362e+002°)
8.99497581529944e+004	(2.39963552988533e+002dB,1.78394358229012e+002°)
9.01571137605866e+004	(2.39963515143377e+002dB,1.78390665337285e+002°)
9.03649473722210e+004	(2.39963477123082e+002dB,1.78386963970209e+002°)
9.05732600898109e+004	(2.39963438926849e+002dB,1.78383254108771e+002°)
9.07820530178094e+004	(2.39963400553876e+002dB,1.78379535733908e+002°)
9.09913272632160e+004	(2.39963362003358e+002dB,1.78375808826516e+002°)
9.12010839355818e+004	(2.39963323274486e+002dB,1.78372073367445e+002°)
9.14113241470158e+004	(2.39963284366446e+002dB,1.78368329337498e+002°)
9.16220490121907e+004	(2.39963245278421e+002dB,1.78364576717434e+002°)
9.18332596483488e+004	(2.39963206009591e+002dB,1.78360815487969e+002°)
9.20449571753078e+004	(2.39963166559131e+002dB,1.78357045629771e+002°)
9.22571427154670e+004	(2.39963126926212e+002dB,1.78353267123463e+002°)
9.24698173938129e+004	(2.39963087110002e+002dB,1.78349479949626e+002°)
9.26829823379255e+004	(2.39963047109665e+002dB,1.78345684088793e+002°)
9.28966386779842e+004	(2.39963006924361e+002dB,1.78341879521452e+002°)
9.31107875467736e+004	(2.39962966553245e+002dB,1.78338066228047e+002°)
9.33254300796896e+004	(2.39962925995469e+002dB,1.78334244188976e+002°)
9.35405674147457e+004	(2.39962885250182e+002dB,1.78330413384592e+002°)
