Freq.,Vvin/iv3
5.06990708274660e+004,2.39969235018655e+002,1.79094880088279e+002
5.08159442560516e+004,2.39969224060129e+002,1.79092798505357e+002
5.09330871057151e+004,2.39969213083769e+002,1.79090712212288e+002
5.10504999975362e+004,2.39969202091198e+002,1.79088621199741e+002
5.11681835540263e+004,2.39969191084158e+002,1.79086525458293e+002
5.12861383991320e+004,2.39969180064520e+002,1.79084424978410e+002
5.14043651582381e+004,2.39969169034295e+002,1.79082319750430e+002
5.15228644581711e+004,2.39969157995644e+002,1.79080209764529e+002
5.16416369272026e+004,2.39969146950889e+002,1.79078095010695e+002
5.17606831950522e+004,2.39969135902531e+002,1.79075975478694e+002
5.18800038928915e+004,2.39969124853259e+002,1.79073851158023e+002
5.19995996533470e+004,2.39969113805970e+002,1.79071722037868e+002
5.21194711105035e+004,2.39969102763782e+002,1.79069588107041e+002
5.22396188999074e+004,2.39969091730059e+002,1.79067449353924e+002
5.23600436585704e+004,2.39969080708427e+002,1.79065305766381e+002
5.24807460249726e+004,2.39969069702799e+002,1.79063157331680e+002
5.26017266390660e+004,2.39969058717397e+002,1.79061004036383e+002
5.27229861422776e+004,2.39969047756786e+002,1.79058845866228e+002
5.28445251775134e+004,2.39969036825896e+002,1.79056682805987e+002
5.29663443891611e+004,2.39969025930060e+002,1.79054514839298e+002
5.30884444230941e+004,2.39969015075050e+002,1.79052341948480e+002
5.32108259266747e+004,2.39969004267113e+002,1.79050164114298e+002
5.33334895487574e+004,2.39968993513016e+002,1.79047981315704e+002
5.34564359396924e+004,2.39968982820094e+002,1.79045793529525e+002
5.35796657513294e+004,2.39968972196298e+002,1.79043600730096e+002
5.37031796370205e+004,2.39968961650255e+002,1.79041402888833e+002
5.38269782516240e+004,2.39968951191323e+002,1.79039199973727e+002
5.39510622515080e+004,2.39968940829658e+002,1.79036991948747e+002
5.40754322945533e+004,2.39968930576284e+002,1.79034778773138e+002
5.42000890401576e+004,2.39968920443166e+002,1.79032560400594e+002
5.43250331492385e+004,2.39968910443285e+002,1.79030336778269e+002
5.44502652842373e+004,2.39968900590722e+002,1.79028107845621e+002
5.45757861091222e+004,2.39968890900737e+002,1.79025873533036e+002
5.47015962893923e+004,2.39968881389853e+002,1.79023633760194e+002
5.48276964920805e+004,2.39968872075926e+002,1.79021388434138e+002
5.49540873857576e+004,2.39968862978220e+002,1.79019137446982e+002
5.50807696405354e+004,2.39968854117456e+002,1.79016880673192e+002
5.52077439280708e+004,2.39968845515839e+002,1.79014617966370e+002
5.53350109215687e+004,2.39968837197046e+002,1.79012349155446e+002
5.54625712957861e+004,2.39968829186161e+002,1.79010074040190e+002
5.55904257270354e+004,2.39968821509527e+002,1.79007792385924e+002
5.57185748931880e+004,2.39968814194488e+002,1.79005503917340e+002
5.58470194736781e+004,2.39968807268971e+002,1.79003208311305e+002
5.59757601495060e+004,2.39968800760859e+002,1.79000905188564e+002
5.61047976032420e+004,2.39968794697076e+002,1.78998594104304e+002
5.62341325190299e+004,2.39968789102277e+002,1.78996274537588e+002
5.63637655825904e+004,2.39968783997036e+002,1.78993945879845e+002
5.64936974812252e+004,2.39968779395369e+002,1.78991607422786e+002
5.66239289038202e+004,2.39968775301396e+002,1.78989258346471e+002
5.67544605408496e+004,2.39968771704954e+002,1.78986897708774e+002
5.68852930843790e+004,2.39968768575904e+002,1.78984524438214e+002
5.70164272280696e+004,2.39968765856943e+002,1.78982137333142e+002
5.71478636671815e+004,2.39968763454779e+002,1.78979735071588e+002
5.72796030985777e+004,2.39968761229696e+002,1.78977316237652e+002
5.74116462207276e+004,2.39968758983895e+002,1.78974879371945e+002
5.75439937337105e+004,2.39968756449498e+002,1.78972423054842e+002
5.76766463392199e+004,2.39968753277913e+002,1.78969946031318e+002
5.78096047405666e+004,2.39968749033292e+002,1.78967447383539e+002
5.79428696426829e+004,2.39968743193907e+002,1.78964926750601e+002
5.80764417521259e+004,2.39968735166115e+002,1.78962384582091e+002
5.82103217770819e+004,2.39968724315425e+002,1.78959822393538e+002
5.83445104273692e+004,2.39968710017340e+002,1.78957242970136e+002
5.84790084144428e+004,2.39968691726340e+002,1.78954650448110e+002
5.86138164513975e+004,2.39968669055037e+002,1.78952050202809e+002
5.87489352529723e+004,2.39968641848722e+002,1.78949448500337e+002
5.88843655355535e+004,2.39968610236547e+002,1.78946851927516e+002
5.90201080171791e+004,2.39968574642655e+002,1.78944266687966e+002
5.91561634175420e+004,2.39968535749747e+002,1.78941697909367e+002
5.92925324579946e+004,2.39968494421023e+002,1.78939149117471e+002
5.94292158615518e+004,2.39968451598533e+002,1.78936621985892e+002
5.95662143528956e+004,2.39968408201165e+002,1.78934116387181e+002
5.97035286583782e+004,2.39968365042376e+002,1.78931630688180e+002
5.98411595060265e+004,2.39968322778774e+002,1.78929162183955e+002
5.99791076255455e+004,2.39968281890653e+002,1.78926707559611e+002
6.01173737483223e+004,2.39968242688343e+002,1.78924263296759e+002
6.02559586074303e+004,2.39968205335063e+002,1.78921825980842e+002
6.03948629376325e+004,2.39968169877346e+002,1.78919392500382e+002
6.05340874753858e+004,2.39968136276263e+002,1.78916960151608e+002
6.06736329588450e+004,2.39968104435352e+002,1.78914526671726e+002
6.08135001278662e+004,2.39968074223384e+002,1.78912090224949e+002
6.09536897240113e+004,2.39968045491633e+002,1.78909649361534e+002
6.10942024905516e+004,2.39968018086174e+002,1.78907202964655e+002
6.12350391724717e+004,2.39967991856110e+002,1.78904750194825e+002
6.13762005164738e+004,2.39967966658667e+002,1.78902290437523e+002
6.15176872709812e+004,2.39967942362027e+002,1.78899823256862e+002
6.16595001861425e+004,2.39967918846590e+002,1.78897348356254e+002
6.18016400138359e+004,2.39967896005195e+002,1.78894865546004e+002
6.19441075076724e+004,2.39967873742705e+002,1.78892374717185e+002
6.20869034230006e+004,2.39967851975215e+002,1.78889875820926e+002
6.22300285169102e+004,2.39967830629076e+002,1.78887368852230e+002
6.23734835482362e+004,2.39967809639855e+002,1.78884853837451e+002
6.25172692775628e+004,2.39967788951306e+002,1.78882330824724e+002
6.26613864672278e+004,2.39967768514395e+002,1.78879799876699e+002
6.28058358813260e+004,2.39967748286403e+002,1.78877261065094e+002
6.29506182857139e+004,2.39967728230118e+002,1.78874714466643e+002
6.30957344480135e+004,2.39967708313113e+002,1.78872160160128e+002
6.32411851376161e+004,2.39967688507115e+002,1.78869598224225e+002
6.33869711256868e+004,2.39967668787446e+002,1.78867028735980e+002
6.35330931851685e+004,2.39967649132549e+002,1.78864451769761e+002
6.36795520907857e+004,2.39967629523559e+002,1.78861867396549e+002
6.38263486190489e+004,2.39967609943951e+002,1.78859275683512e+002
6.39734835482589e+004,2.39967590379221e+002,1.78856676693760e+002
6.41209576585102e+004,2.39967570816621e+002,1.78854070486245e+002
6.42687717316960e+004,2.39967551244925e+002,1.78851457115767e+002
6.44169265515117e+004,2.39967531654230e+002,1.78848836633048e+002
6.45654229034595e+004,2.39967512035784e+002,1.78846209084857e+002
6.47142615748523e+004,2.39967492381833e+002,1.78843574514172e+002
6.48634433548178e+004,2.39967472685500e+002,1.78840932960351e+002
6.50129690343030e+004,2.39967452940668e+002,1.78838284459328e+002
6.51628394060782e+004,2.39967433141885e+002,1.78835629043803e+002
6.53130552647411e+004,2.39967413284283e+002,1.78832966743438e+002
6.54636174067214e+004,2.39967393363505e+002,1.78830297585041e+002
6.56145266302844e+004,2.39967373375643e+002,1.78827621592754e+002
6.57657837355359e+004,2.39967353317179e+002,1.78824938788225e+002
6.59173895244260e+004,2.39967333184946e+002,1.78822249190775e+002
6.60693448007534e+004,2.39967312976078e+002,1.78819552817553e+002
6.62216503701700e+004,2.39967292687980e+002,1.78816849683689e+002
6.63743070401847e+004,2.39967272318294e+002,1.78814139802423e+002
6.65273156201679e+004,2.39967251864873e+002,1.78811423185245e+002
6.66806769213559e+004,2.39967231325753e+002,1.78808699842005e+002
6.68343917568552e+004,2.39967210699136e+002,1.78805969781032e+002
6.69884609416464e+004,2.39967189983371e+002,1.78803233009234e+002
6.71428852925889e+004,2.39967169176933e+002,1.78800489532198e+002
6.72976656284254e+004,2.39967148278414e+002,1.78797739354274e+002
6.74528027697858e+004,2.39967127286509e+002,1.78794982478662e+002
6.76082975391918e+004,2.39967106200000e+002,1.78792218907489e+002
6.77641507610611e+004,2.39967085017754e+002,1.78789448641878e+002
6.79203632617121e+004,2.39967063738706e+002,1.78786671682013e+002
6.80769358693677e+004,2.39967042361858e+002,1.78783888027202e+002
6.82338694141605e+004,2.39967020886267e+002,1.78781097675934e+002
6.83911647281365e+004,2.39966999311043e+002,1.78778300625928e+002
6.85488226452597e+004,2.39966977635338e+002,1.78775496874184e+002
6.87068440014167e+004,2.39966955858347e+002,1.78772686417027e+002
6.88652296344211e+004,2.39966933979300e+002,1.78769869250149e+002
6.90239803840177e+004,2.39966911997460e+002,1.78767045368646e+002
6.91830970918871e+004,2.39966889912118e+002,1.78764214767056e+002
6.93425806016503e+004,2.39966867722589e+002,1.78761377439390e+002
6.95024317588731e+004,2.39966845428213e+002,1.78758533379165e+002
6.96626514110703e+004,2.39966823028349e+002,1.78755682579431e+002
6.98232404077105e+004,2.39966800522374e+002,1.78752825032796e+002
6.99841996002207e+004,2.39966777909680e+002,1.78749960731455e+002
7.01455298419905e+004,2.39966755189675e+002,1.78747089667210e+002
7.03072319883767e+004,2.39966732361778e+002,1.78744211831492e+002
7.04693068967080e+004,2.39966709425419e+002,1.78741327215380e+002
7.06317554262895e+004,2.39966686380038e+002,1.78738435809624e+002
7.07945784384071e+004,2.39966663225083e+002,1.78735537604654e+002
7.09577767963321e+004,2.39966639960010e+002,1.78732632590605e+002
7.11213513653261e+004,2.39966616584281e+002,1.78729720757326e+002
7.12853030126452e+004,2.39966593097363e+002,1.78726802094397e+002
7.14496326075445e+004,2.39966569498729e+002,1.78723876591142e+002
7.16143410212834e+004,2.39966545787854e+002,1.78720944236640e+002
7.17794291271293e+004,2.39966521964218e+002,1.78718005019736e+002
7.19448978003631e+004,2.39966498027303e+002,1.78715058929056e+002
7.21107479182831e+004,2.39966473976595e+002,1.78712105953012e+002
7.22769803602101e+004,2.39966449811577e+002,1.78709146079813e+002
7.24435960074921e+004,2.39966425531740e+002,1.78706179297476e+002
7.26105957435085e+004,2.39966401136569e+002,1.78703205593832e+002
7.27779804536754e+004,2.39966376625555e+002,1.78700224956535e+002
7.29457510254499e+004,2.39966351998187e+002,1.78697237373068e+002
7.31139083483347e+004,2.39966327253952e+002,1.78694242830751e+002
7.32824533138834e+004,2.39966302392340e+002,1.78691241316747e+002
7.34513868157044e+004,2.39966277412839e+002,1.78688232818069e+002
7.36207097494666e+004,2.39966252314936e+002,1.78685217321585e+002
7.37904230129030e+004,2.39966227098116e+002,1.78682194814022e+002
7.39605275058167e+004,2.39966201761865e+002,1.78679165281973e+002
7.41310241300846e+004,2.39966176305666e+002,1.78676128711903e+002
7.43019137896630e+004,2.39966150729000e+002,1.78673085090148e+002
7.44731973905918e+004,2.39966125031348e+002,1.78670034402926e+002
7.46448758409995e+004,2.39966099212188e+002,1.78666976636338e+002
7.48169500511082e+004,2.39966073270996e+002,1.78663911776369e+002
7.49894209332384e+004,2.39966047207247e+002,1.78660839808897e+002
7.51622894018133e+004,2.39966021020412e+002,1.78657760719692e+002
7.53355563733645e+004,2.39965994709961e+002,1.78654674494420e+002
7.55092227665361e+004,2.39965968275362e+002,1.78651581118651e+002
7.56832895020901e+004,2.39965941716080e+002,1.78648480577852e+002
7.58577575029111e+004,2.39965915031577e+002,1.78645372857399e+002
7.60326276940109e+004,2.39965888221313e+002,1.78642257942575e+002
7.62079010025339e+004,2.39965861284746e+002,1.78639135818572e+002
7.63835783577617e+004,2.39965834221330e+002,1.78636006470497e+002
7.65596606911182e+004,2.39965807030518e+002,1.78632869883370e+002
7.67361489361745e+004,2.39965779711758e+002,1.78629726042127e+002
7.69130440286535e+004,2.39965752264498e+002,1.78626574931625e+002
7.70903469064356e+004,2.39965724688180e+002,1.78623416536639e+002
7.72680585095628e+004,2.39965696982246e+002,1.78620250841868e+002
7.74461797802444e+004,2.39965669146134e+002,1.78617077831933e+002
7.76247116628617e+004,2.39965641179277e+002,1.78613897491384e+002
7.78036551039729e+004,2.39965613081109e+002,1.78610709804693e+002
7.79830110523183e+004,2.39965584851058e+002,1.78607514756265e+002
7.81627804588254e+004,2.39965556488550e+002,1.78604312330432e+002
7.83429642766136e+004,2.39965527993008e+002,1.78601102511457e+002
7.85235634609995e+004,2.39965499363852e+002,1.78597885283537e+002
7.87045789695022e+004,2.39965470600498e+002,1.78594660630799e+002
7.88860117618478e+004,2.39965441702360e+002,1.78591428537308e+002
7.90678627999748e+004,2.39965412668849e+002,1.78588188987062e+002
7.92501330480394e+004,2.39965383499372e+002,1.78584941963997e+002
7.94328234724204e+004,2.39965354193333e+002,1.78581687451986e+002
7.96159350417241e+004,2.39965324750134e+002,1.78578425434838e+002
7.97994687267899e+004,2.39965295169171e+002,1.78575155896305e+002
7.99834255006950e+004,2.39965265449840e+002,1.78571878820075e+002
8.01678063387601e+004,2.39965235591532e+002,1.78568594189780e+002
8.03526122185539e+004,2.39965205593636e+002,1.78565301988990e+002
8.05378441198988e+004,2.39965175455536e+002,1.78562002201221e+002
8.07235030248759e+004,2.39965145176614e+002,1.78558694809929e+002
8.09095899178303e+004,2.39965114756248e+002,1.78555379798514e+002
8.10961057853761e+004,2.39965084193814e+002,1.78552057150321e+002
8.12830516164019e+004,2.39965053488684e+002,1.78548726848636e+002
8.14704284020760e+004,2.39965022640225e+002,1.78545388876696e+002
8.16582371358512e+004,2.39964991647804e+002,1.78542043217677e+002
8.18464788134709e+004,2.39964960510783e+002,1.78538689854707e+002
8.20351544329738e+004,2.39964929228519e+002,1.78535328770858e+002
8.22242649946990e+004,2.39964897800369e+002,1.78531959949147e+002
8.24138115012921e+004,2.39964866225684e+002,1.78528583372541e+002
8.26037949577097e+004,2.39964834503813e+002,1.78525199023956e+002
8.27942163712253e+004,2.39964802634102e+002,1.78521806886252e+002
8.29850767514341e+004,2.39964770615891e+002,1.78518406942242e+002
8.31763771102589e+004,2.39964738448519e+002,1.78514999174685e+002
8.33681184619552e+004,2.39964706131322e+002,1.78511583566290e+002
8.35603018231165e+004,2.39964673663631e+002,1.78508160099717e+002
8.37529282126800e+004,2.39964641044774e+002,1.78504728757573e+002
8.39459986519314e+004,2.39964608274077e+002,1.78501289522419e+002
8.41395141645112e+004,2.39964575350860e+002,1.78497842376763e+002
8.43334757764192e+004,2.39964542274441e+002,1.78494387303065e+002
8.45278845160206e+004,2.39964509044136e+002,1.78490924283736e+002
8.47227414140512e+004,2.39964475659254e+002,1.78487453301138e+002
8.49180475036229e+004,2.39964442119103e+002,1.78483974337585e+002
8.51138038202292e+004,2.39964408422988e+002,1.78480487375341e+002
8.53100114017505e+004,2.39964374570209e+002,1.78476992396624e+002
8.55066712884598e+004,2.39964340560062e+002,1.78473489383603e+002
8.57037845230284e+004,2.39964306391842e+002,1.78469978318398e+002
8.59013521505310e+004,2.39964272064838e+002,1.78466459183083e+002
8.60993752184515e+004,2.39964237578336e+002,1.78462931959683e+002
8.62978547766884e+004,2.39964202931620e+002,1.78459396630178e+002
8.64967918775607e+004,2.39964168123969e+002,1.78455853176498e+002
8.66961875758130e+004,2.39964133154659e+002,1.78452301580527e+002
8.68960429286215e+004,2.39964098022960e+002,1.78448741824103e+002
8.70963589955994e+004,2.39964062728143e+002,1.78445173889015e+002
8.72971368388024e+004,2.39964027269472e+002,1.78441597757008e+002
8.74983775227349e+004,2.39963991646207e+002,1.78438013409779e+002
8.77000821143547e+004,2.39963955857608e+002,1.78434420828978e+002
8.79022516830796e+004,2.39963919902927e+002,1.78430819996208e+002
8.81048873007926e+004,2.39963883781415e+002,1.78427210893028e+002
8.83079900418474e+004,2.39963847492319e+002,1.78423593500949e+002
8.85115609830747e+004,2.39963811034882e+002,1.78419967801436e+002
8.87156012037872e+004,2.39963774408342e+002,1.78416333775909e+002
8.89201117857859e+004,2.39963737611936e+002,1.78412691405740e+002
8.91250938133656e+004,2.39963700644895e+002,1.78409040672256e+002
8.93305483733205e+004,2.39963663506447e+002,1.78405381556739e+002
8.95364765549504e+004,2.39963626195817e+002,1.78401714040423e+002
8.97428794500658e+004,2.39963588712225e+002,1.78398038104498e+002
8.99497581529944e+004,2.39963551054889e+002,1.78394353730108e+002
9.01571137605866e+004,2.39963513223019e+002,1.78390660898350e+002
9.03649473722210e+004,2.39963475215828e+002,1.78386959590277e+002
9.05732600898109e+004,2.39963437032518e+002,1.78383249786894e+002
9.07820530178094e+004,2.39963398672293e+002,1.78379531469163e+002
9.09913272632160e+004,2.39963360134349e+002,1.78375804617998e+002
9.12010839355818e+004,2.39963321417881e+002,1.78372069214269e+002
9.14113241470158e+004,2.39963282522079e+002,1.78368325238799e+002
9.16220490121907e+004,2.39963243446128e+002,1.78364572672368e+002
9.18332596483488e+004,2.39963204189210e+002,1.78360811495707e+002
9.20449571753078e+004,2.39963164750505e+002,1.78357041689503e+002
9.22571427154670e+004,2.39963125129186e+002,1.78353263234398e+002
9.24698173938129e+004,2.39963085324424e+002,1.78349476110988e+002
9.26829823379255e+004,2.39963045335385e+002,1.78345680299823e+002
9.28966386779842e+004,2.39963005161232e+002,1.78341875781408e+002
9.31107875467736e+004,2.39962964801122e+002,1.78338062536202e+002
9.33254300796896e+004,2.39962924254211e+002,1.78334240544618e+002
9.35405674147457e+004,2.39962883519649e+002,1.78330409787025e+002
9.37562006925785e+004,2.39962842596581e+002,1.78326570243744e+002
9.39723310564542e+004,2.39962801484152e+002,1.78322721895053e+002
9.41889596522745e+004,2.39962760181498e+002,1.78318864721182e+002
9.44060876285827e+004,2.39962718687754e+002,1.78314998702317e+002
9.46237161365696e+004,2.39962677002050e+002,1.78311123818598e+002
9.48418463300800e+004,2.39962635123511e+002,1.78307240050118e+002
9.50604793656184e+004,2.39962593051261e+002,1.78303347376926e+002
9.52796164023554e+004,2.39962550784416e+002,1.78299445779024e+002
9.54992586021338e+004,2.39962508322089e+002,1.78295535236369e+002
9.57194071294746e+004,2.39962465663391e+002,1.78291615728873e+002
9.59400631515835e+004,2.39962422807425e+002,1.78287687236399e+002
9.61612278383566e+004,2.39962379753294e+002,1.78283749738768e+002
9.63829023623871e+004,2.39962336500094e+002,1.78279803215753e+002
9.66050878989714e+004,2.39962293046916e+002,1.78275847647080e+002
9.68277856261149e+004,2.39962249392850e+002,1.78271883012432e+002
9.70509967245390e+004,2.39962205536978e+002,1.78267909291444e+002
9.72747223776865e+004,2.39962161478381e+002,1.78263926463705e+002
9.74989637717286e+004,2.39962117216134e+002,1.78259934508758e+002
9.77237220955710e+004,2.39962072749307e+002,1.78255933406100e+002
9.79489985408598e+004,2.39962028076968e+002,1.78251923135182e+002
9.81747943019883e+004,2.39961983198177e+002,1.78247903675410e+002
9.84011105761032e+004,2.39961938111993e+002,1.78243875006141e+002
9.86279485631108e+004,2.39961892817470e+002,1.78239837106688e+002
9.88553094656836e+004,2.39961847313655e+002,1.78235789956316e+002
9.90831944892665e+004,2.39961801599594e+002,1.78231733534244e+002
9.93116048420831e+004,2.39961755674327e+002,1.78227667819646e+002
9.95405417351424e+004,2.39961709536888e+002,1.78223592791648e+002
9.97700063822450e+004,2.39961663186309e+002,1.78219508429329e+002
9.99999999999896e+004,2.39961616621616e+002,1.78215414711724e+002
1.00230523807780e+005,2.39961569841832e+002,1.78211311617818e+002
1.00461579027829e+005,2.39961522845972e+002,1.78207199126551e+002
1.00693166885170e+005,2.39961475633052e+002,1.78203077216817e+002
1.00925288607658e+005,2.39961428202077e+002,1.78198945867462e+002
1.01157945425979e+005,2.39961380552053e+002,1.78194805057285e+002
1.01391138573657e+005,2.39961332681977e+002,1.78190654765038e+002
1.01624869287059e+005,2.39961284590844e+002,1.78186494969427e+002
1.01859138805401e+005,2.39961236277644e+002,1.78182325649111e+002
1.02093948370757e+005,2.39961187741361e+002,1.78178146782701e+002
1.02329299228065e+005,2.39961138980975e+002,1.78173958348760e+002
1.02565192625130e+005,2.39961089995462e+002,1.78169760325807e+002
1.02801629812637e+005,2.39961040783793e+002,1.78165552692310e+002
1.03038612044151e+005,2.39960991344933e+002,1.78161335426692e+002
1.03276140576129e+005,2.39960941677844e+002,1.78157108507327e+002
1.03514216667924e+005,2.39960891781480e+002,1.78152871912544e+002
1.03752841581790e+005,2.39960841654795e+002,1.78148625620622e+002
1.03992016582895e+005,2.39960791296734e+002,1.78144369609793e+002
1.04231742939319e+005,2.39960740706239e+002,1.78140103858242e+002
1.04472021922069e+005,2.39960689882247e+002,1.78135828344106e+002
1.04712854805079e+005,2.39960638823689e+002,1.78131543045473e+002
1.04954242865221e+005,2.39960587529492e+002,1.78127247940387e+002
1.05196187382311e+005,2.39960535998579e+002,1.78122943006839e+002
1.05438689639115e+005,2.39960484229865e+002,1.78118628222775e+002
1.05681750921355e+005,2.39960432222263e+002,1.78114303566092e+002
1.05925372517718e+005,2.39960379974680e+002,1.78109969014640e+002
1.06169555719861e+005,2.39960327486018e+002,1.78105624546220e+002
1.06414301822420e+005,2.39960274755172e+002,1.78101270138584e+002
1.06659612123015e+005,2.39960221781035e+002,1.78096905769437e+002
1.06905487922255e+005,2.39960168562493e+002,1.78092531416435e+002
1.07151930523749e+005,2.39960115098427e+002,1.78088147057186e+002
1.07398941234113e+005,2.39960061387714e+002,1.78083752669249e+002
1.07646521362972e+005,2.39960007429224e+002,1.78079348230134e+002
1.07894672222971e+005,2.39959953221823e+002,1.78074933717303e+002
1.08143395129782e+005,2.39959898764373e+002,1.78070509108170e+002
1.08392691402109e+005,2.39959844055726e+002,1.78066074380098e+002
1.08642562361695e+005,2.39959789094735e+002,1.78061629510403e+002
1.08893009333332e+005,2.39959733880243e+002,1.78057174476351e+002
1.09144033644864e+005,2.39959678411090e+002,1.78052709255161e+002
1.09395636627198e+005,2.39959622686110e+002,1.78048233824000e+002
1.09647819614307e+005,2.39959566704131e+002,1.78043748159988e+002
1.09900583943240e+005,2.39959510463976e+002,1.78039252240194e+002
1.10153930954130e+005,2.39959453964464e+002,1.78034746041640e+002
1.10407861990196e+005,2.39959397204406e+002,1.78030229541297e+002
1.10662378397755e+005,2.39959340182609e+002,1.78025702716086e+002
1.10917481526228e+005,2.39959282897875e+002,1.78021165542880e+002
1.11173172728147e+005,2.39959225349000e+002,1.78016617998502e+002
1.11429453359161e+005,2.39959167534773e+002,1.78012060059724e+002
1.11686324778044e+005,2.39959109453980e+002,1.78007491703271e+002
1.11943788346703e+005,2.39959051105399e+002,1.78002912905816e+002
1.12201845430184e+005,2.39958992487805e+002,1.77998323643982e+002
1.12460497396681e+005,2.39958933599964e+002,1.77993723894343e+002
1.12719745617539e+005,2.39958874440640e+002,1.77989113633423e+002
1.12979591467268e+005,2.39958815008588e+002,1.77984492837695e+002
1.13240036323544e+005,2.39958755302560e+002,1.77979861483583e+002
1.13501081567219e+005,2.39958695321300e+002,1.77975219547460e+002
1.13762728582331e+005,2.39958635063547e+002,1.77970567005648e+002
1.14024978756105e+005,2.39958574528036e+002,1.77965903834420e+002
1.14287833478965e+005,2.39958513713493e+002,1.77961230009998e+002
1.14551294144541e+005,2.39958452618641e+002,1.77956545508553e+002
1.14815362149676e+005,2.39958391242196e+002,1.77951850306206e+002
1.15080038894431e+005,2.39958329582867e+002,1.77947144379026e+002
1.15345325782097e+005,2.39958267639358e+002,1.77942427703034e+002
1.15611224219197e+005,2.39958205410368e+002,1.77937700254196e+002
1.15877735615500e+005,2.39958142894589e+002,1.77932962008431e+002
1.16144861384022e+005,2.39958080090708e+002,1.77928212941605e+002
1.16412602941037e+005,2.39958016997403e+002,1.77923453029533e+002
1.16680961706084e+005,2.39957953613350e+002,1.77918682247979e+002
1.16949939101974e+005,2.39957889937216e+002,1.77913900572656e+002
1.17219536554800e+005,2.39957825967663e+002,1.77909107979226e+002
1.17489755493940e+005,2.39957761703348e+002,1.77904304443299e+002
1.17760597352068e+005,2.39957697142918e+002,1.77899489940433e+002
1.18032063565160e+005,2.39957632285019e+002,1.77894664446135e+002
1.18304155572504e+005,2.39957567128287e+002,1.77889827935862e+002
1.18576874816703e+005,2.39957501671352e+002,1.77884980385016e+002
1.18850222743689e+005,2.39957435912841e+002,1.77880121768950e+002
1.19124200802725e+005,2.39957369851370e+002,1.77875252062964e+002
1.19398810446414e+005,2.39957303485553e+002,1.77870371242305e+002
1.19674053130711e+005,2.39957236813994e+002,1.77865479282171e+002
1.19949930314925e+005,2.39957169835293e+002,1.77860576157705e+002
1.20226443461728e+005,2.39957102548043e+002,1.77855661844000e+002
1.20503594037167e+005,2.39957034950830e+002,1.77850736316094e+002
1.20781383510665e+005,2.39956967042235e+002,1.77845799548976e+002
1.21059813355035e+005,2.39956898820829e+002,1.77840851517580e+002
1.21338885046485e+005,2.39956830285182e+002,1.77835892196788e+002
1.21618600064624e+005,2.39956761433852e+002,1.77830921561432e+002
1.21898959892473e+005,2.39956692265393e+002,1.77825939586287e+002
1.22179966016474e+005,2.39956622778353e+002,1.77820946246079e+002
1.22461619926492e+005,2.39956552971273e+002,1.77815941515479e+002
1.22743923115827e+005,2.39956482842685e+002,1.77810925369107e+002
1.23026877081225e+005,2.39956412391117e+002,1.77805897781528e+002
1.23310483322878e+005,2.39956341615090e+002,1.77800858727255e+002
1.23594743344438e+005,2.39956270513116e+002,1.77795808180749e+002
1.23879658653023e+005,2.39956199083704e+002,1.77790746116415e+002
1.24165230759228e+005,2.39956127325352e+002,1.77785672508609e+002
1.24451461177125e+005,2.39956055236553e+002,1.77780587331629e+002
1.24738351424281e+005,2.39955982815795e+002,1.77775490559723e+002
1.25025903021758e+005,2.39955910061556e+002,1.77770382167083e+002
1.25314117494128e+005,2.39955836972308e+002,1.77765262127850e+002
1.25602996369474e+005,2.39955763546518e+002,1.77760130416110e+002
1.25892541179403e+005,2.39955689782643e+002,1.77754987005895e+002
1.26182753459053e+005,2.39955615679134e+002,1.77749831871183e+002
1.26473634747101e+005,2.39955541234436e+002,1.77744664985900e+002
1.26765186585771e+005,2.39955466446986e+002,1.77739486323917e+002
1.27057410520840e+005,2.39955391315214e+002,1.77734295859049e+002
1.27350308101652e+005,2.39955315837542e+002,1.77729093565061e+002
1.27643880881120e+005,2.39955240012387e+002,1.77723879415659e+002
1.27938130415738e+005,2.39955163838156e+002,1.77718653384500e+002
1.28233058265588e+005,2.39955087313251e+002,1.77713415445182e+002
1.28528665994347e+005,2.39955010436066e+002,1.77708165571251e+002
1.28824955169299e+005,2.39954933204986e+002,1.77702903736199e+002
1.29121927361339e+005,2.39954855618392e+002,1.77697629913462e+002
1.29419584144984e+005,2.39954777674654e+002,1.77692344076421e+002
1.29717927098381e+005,2.39954699372137e+002,1.77687046198404e+002
1.30016957803315e+005,2.39954620709198e+002,1.77681736252685e+002
1.30316677845216e+005,2.39954541684186e+002,1.77676414212479e+002
1.30617088813170e+005,2.39954462295443e+002,1.77671080050949e+002
1.30918192299926e+005,2.39954382541302e+002,1.77665733741205e+002
1.31219989901906e+005,2.39954302420092e+002,1.77660375256297e+002
1.31522483219209e+005,2.39954221930130e+002,1.77655004569224e+002
1.31825673855626e+005,2.39954141069727e+002,1.77649621652927e+002
1.32129563418643e+005,2.39954059837189e+002,1.77644226480294e+002
1.32434153519452e+005,2.39953978230809e+002,1.77638819024156e+002
1.32739445772959e+005,2.39953896248877e+002,1.77633399257288e+002
1.33045441797794e+005,2.39953813889673e+002,1.77627967152413e+002
1.33352143216318e+005,2.39953731151469e+002,1.77622522682193e+002
1.33659551654629e+005,2.39953648032530e+002,1.77617065819240e+002
1.33967668742579e+005,2.39953564531112e+002,1.77611596536105e+002
