Freq.	V(n005)/I(C2)
2.08929613085399e+006	(6.27974922652061e+001dB,-8.40933429391451e+001°)
2.13796208950218e+006	(6.31231183857227e+001dB,-8.43929540818082e+001°)
2.18776162394950e+006	(6.34539897439069e+001dB,-8.46999520462902e+001°)
2.23872113856828e+006	(6.37905640148618e+001dB,-8.50149590862331e+001°)
2.29086765276772e+006	(6.41333408150541e+001dB,-8.53387012293557e+001°)
2.34422881531986e+006	(6.44828668857789e+001dB,-8.56720240982550e+001°)
2.39883291901943e+006	(6.48397421241359e+001dB,-8.60159119416934e+001°)
2.45470891568497e+006	(6.52046266283311e+001dB,-8.63715106714482e+001°)
2.51188643150952e+006	(6.55782489631611e+001dB,-8.67401559286103e+001°)
2.57039578276880e+006	(6.59614159011543e+001dB,-8.71234075089020e+001°)
2.63026799189532e+006	(6.63550239584361e+001dB,-8.75230918886967e+001°)
2.69153480392685e+006	(6.67600731261900e+001dB,-8.79413551547282e+001°)
2.75422870333810e+006	(6.71776833045680e+001dB,-8.83807294130107e+001°)
2.81838293126438e+006	(6.76091140841396e+001dB,-8.88442168278619e+001°)
2.88403150312653e+006	(6.80557887011307e+001dB,-8.93353969570823e+001°)
2.95120922666631e+006	(6.85193232315968e+001dB,-8.98585652119110e+001°)
3.01995172040194e+006	(6.90015624060986e+001dB,-9.04189134001374e+001°)
3.09029543251351e+006	(6.95046238466906e+001dB,-9.10227679083086e+001°)
3.16227766016830e+006	(7.00309530866494e+001dB,-9.16779079417290e+001°)
3.23593656929620e+006	(7.05833924726563e+001dB,-9.23939966630591e+001°)
3.31131121482583e+006	(7.11652680159697e+001dB,-9.31831741937669e+001°)
3.38844156139194e+006	(7.17804994888248e+001dB,-9.40608868874917e+001°)
3.46736850452523e+006	(7.24337405333217e+001dB,-9.50470683029854e+001°)
3.54813389233566e+006	(7.31305570580314e+001dB,-9.61678549396119e+001°)
3.63078054770092e+006	(7.38776530249615e+001dB,-9.74581339905473e+001°)
3.71535229097163e+006	(7.46831507728260e+001dB,-9.89654178609683e+001°)
3.80189396320551e+006	(7.55569224670689e+001dB,-1.00755889724909e+002°)
3.89045144994271e+006	(7.65109342436005e+001dB,-1.02924094814328e+002°)
3.98107170553487e+006	(7.75594614519744e+001dB,-1.05608897767698e+002°)
4.07380277804102e+006	(7.87187398915273e+001dB,-1.09020361329686e+002°)
4.16869383470325e+006	(8.00047882310393e+001dB,-1.13485420615545e+002°)
4.26579518801582e+006	(8.14258164447322e+001dB,-1.19522970231704e+002°)
4.36515832240155e+006	(8.29595849961078e+001dB,-1.27947251952248e+002°)
4.46683592150952e+006	(8.44947605362790e+001dB,-1.39902783203273e+002°)
4.57088189614863e+006	(8.57257635335777e+001dB,-1.56365833617890e+002°)
4.67735141287186e+006	(8.61564202617327e+001dB,-1.76365197136875e+002°)
4.78630092322626e+006	(8.55425848609656e+001dB,1.64103344339777e+002°)
4.89778819368433e+006	(8.42286215778899e+001dB,1.48571904626435e+002°)
5.01187233627259e+006	(8.26918965950438e+001dB,1.37436302009558e+002°)
5.12861383991351e+006	(8.11908238929549e+001dB,1.29589597855394e+002°)
5.24807460249759e+006	(7.98115702099178e+001dB,1.23942435248201e+002°)
5.37031796370239e+006	(7.85671456296685e+001dB,1.19747963599876e+002°)
5.49540873857610e+006	(7.74466855582067e+001dB,1.16533476440179e+002°)
5.62341325190334e+006	(7.64338026551311e+001dB,1.14000384127708e+002°)
5.75439937337142e+006	(7.55125940598575e+001dB,1.11955792001655e+002°)
5.88843655355574e+006	(7.46692738478894e+001dB,1.10271408459239e+002°)
6.02559586074342e+006	(7.38923465400209e+001dB,1.08859368769686e+002°)
6.16595001861466e+006	(7.31723450247503e+001dB,1.07657826038939e+002°)
6.30957344480177e+006	(7.25014825197757e+001dB,1.06622154355279e+002°)
6.45654229034639e+006	(7.18733299954432e+001dB,1.05719431030264e+002°)
6.60693448007579e+006	(7.12825470593687e+001dB,1.04924881530981e+002°)
6.76082975391964e+006	(7.07246663765115e+001dB,1.04219530146120e+002°)
6.91830970918918e+006	(7.01959236689793e+001dB,1.03588610599434e+002°)
7.07945784384119e+006	(6.96931242350684e+001dB,1.03020467426770e+002°)
7.24435960074971e+006	(6.92135379951385e+001dB,1.02505781538603e+002°)
7.41310241300898e+006	(6.87548166056928e+001dB,1.02037014454990e+002°)
7.58577575029164e+006	(6.83149276136171e+001dB,1.01608002906499e+002°)
7.76247116628671e+006	(6.78921017980445e+001dB,1.01213658675289e+002°)
7.94328234724260e+006	(6.74847907651115e+001dB,1.00849743300309e+002°)
8.12830516164078e+006	(6.70916325601239e+001dB,1.00512696840971e+002°)
8.31763771102649e+006	(6.67114235893340e+001dB,1.00199506218190e+002°)
8.51138038202354e+006	(6.63430955405759e+001dB,9.99076029028339e+001°)
8.70963589956057e+006	(6.59856962909094e+001dB,9.96347826243786e+001°)
8.91250938133722e+006	(6.56383740155144e+001dB,9.93791417843396e+001°)
9.12010839355885e+006	(6.53003638834156e+001dB,9.91390266719182e+001°)
9.33254300796966e+006	(6.49709768567592e+001dB,9.89129925850273e+001°)
9.54992586021410e+006	(6.46495902111449e+001dB,9.86997706840616e+001°)
9.77237220955784e+006	(6.43356394718264e+001dB,9.84982409325083e+001°)
1.00000000000000e+007	(6.40286115216913e+001dB,9.83074098670734e+001°)
