Freq.	V(pp)/i(R6)
2.31206479017518e+003	(6.58704426890494e+001dB,1.73548973224805e+002°)
2.31739464996806e+003	(6.59395668742929e+001dB,1.74061486139869e+002°)
2.32273679635669e+003	(6.60088250456029e+001dB,1.74563518625618e+002°)
2.32809125766459e+003	(6.60781836516569e+001dB,1.75055245384578e+002°)
2.33345806228058e+003	(6.61476108237576e+001dB,1.75536842661078e+002°)
2.33883723865893e+003	(6.62170763227742e+001dB,1.76008487768086e+002°)
2.34422881531950e+003	(6.62865514852184e+001dB,1.76470358651897e+002°)
2.34963282084788e+003	(6.63560091688137e+001dB,1.76922633492912e+002°)
2.35504928389558e+003	(6.64254236978771e+001dB,1.77365490340677e+002°)
2.36047823318015e+003	(6.64947708087968e+001dB,1.77799106781388e+002°)
2.36591969748533e+003	(6.65640275958510e+001dB,1.78223659636019e+002°)
2.37137370566122e+003	(6.66331724575852e+001dB,1.78639324687283e+002°)
2.37684028662445e+003	(6.67021850439331e+001dB,1.79046276433677e+002°)
2.38231946935826e+003	(6.67710462042383e+001dB,1.79444687868868e+002°)
2.38781128291274e+003	(6.68397379363147e+001dB,1.79834730284765e+002°)
2.39331575640495e+003	(6.69082433366533e+001dB,-1.79783426903336e+002°)
2.39883291901905e+003	(6.69765465518695e+001dB,-1.79409616311089e+002°)
2.40436280000650e+003	(6.70446327314633e+001dB,-1.79043672720393e+002°)
2.40990542868616e+003	(6.71124879819502e+001dB,-1.78685433197060e+002°)
2.41546083444450e+003	(6.71800993224046e+001dB,-1.78334737192208e+002°)
2.42102904673574e+003	(6.72474546414459e+001dB,-1.77991426628647e+002°)
2.42661009508197e+003	(6.73145426556854e+001dB,-1.77655345973451e+002°)
2.43220400907337e+003	(6.73813528696437e+001dB,-1.77326342297883e+002°)
2.43781081836831e+003	(6.74478755371365e+001dB,-1.77004265325702e+002°)
2.44343055269353e+003	(6.75141016241219e+001dB,-1.76688967470881e+002°)
2.44906324184430e+003	(6.75800227729964e+001dB,-1.76380303865659e+002°)
2.45470891568458e+003	(6.76456312683171e+001dB,-1.76078132379812e+002°)
2.46036760414718e+003	(6.77109200039282e+001dB,-1.75782313631947e+002°)
2.46603933723389e+003	(6.77758824514625e+001dB,-1.75492710993597e+002°)
2.47172414501568e+003	(6.78405126301865e+001dB,-1.75209190586798e+002°)
2.47742205763283e+003	(6.79048050781552e+001dB,-1.74931621275830e+002°)
2.48313310529512e+003	(6.79687548246406e+001dB,-1.74659874653704e+002°)
2.48885731828194e+003	(6.80323573637958e+001dB,-1.74393825023972e+002°)
2.49459472694250e+003	(6.80956086295169e+001dB,-1.74133349378369e+002°)
2.50034536169598e+003	(6.81585049714622e+001dB,-1.73878327370762e+002°)
2.50610925303166e+003	(6.82210431321888e+001dB,-1.73628641287851e+002°)
2.51188643150912e+003	(6.82832202253669e+001dB,-1.73384176017018e+002°)
2.51767692775840e+003	(6.83450337150320e+001dB,-1.73144819011699e+002°)
2.52348077248011e+003	(6.84064813958332e+001dB,-1.72910460254607e+002°)
2.52929799644568e+003	(6.84675613742415e+001dB,-1.72680992219131e+002°)
2.53512863049745e+003	(6.85282720506760e+001dB,-1.72456309829180e+002°)
2.54097270554884e+003	(6.85886121025125e+001dB,-1.72236310417731e+002°)
2.54683025258458e+003	(6.86485804679355e+001dB,-1.72020893684319e+002°)
2.55270130266078e+003	(6.87081763305987e+001dB,-1.71809961651684e+002°)
2.55858588690518e+003	(6.87673991050578e+001dB,-1.71603418621755e+002°)
2.56448403651725e+003	(6.88262484229412e+001dB,-1.71401171131158e+002°)
2.57039578276839e+003	(6.88847241198267e+001dB,-1.71203127906402e+002°)
2.57632115700211e+003	(6.89428262227897e+001dB,-1.71009199818878e+002°)
2.58226019063413e+003	(6.90005549385944e+001dB,-1.70819299839805e+002°)
2.58821291515262e+003	(6.90579106424965e+001dB,-1.70633342995235e+002°)
2.59417936211834e+003	(6.91148938676284e+001dB,-1.70451246321218e+002°)
2.60015956316480e+003	(6.91715052949407e+001dB,-1.70272928819217e+002°)
2.60615354999842e+003	(6.92277457436716e+001dB,-1.70098311411857e+002°)
2.61216135439873e+003	(6.92836161623202e+001dB,-1.69927316899070e+002°)
2.61818300821851e+003	(6.93391176200979e+001dB,-1.69759869914712e+002°)
2.62421854338396e+003	(6.93942512988349e+001dB,-1.69595896883694e+002°)
2.63026799189490e+003	(6.94490184853204e+001dB,-1.69435325979678e+002°)
2.63633138582490e+003	(6.95034205640531e+001dB,-1.69278087083384e+002°)
2.64240875732146e+003	(6.95574590103832e+001dB,-1.69124111741538e+002°)
2.64850013860622e+003	(6.96111353840250e+001dB,-1.68973333126491e+002°)
2.65460556197505e+003	(6.96644513229231e+001dB,-1.68825685996533e+002°)
2.66072505979832e+003	(6.97174085374517e+001dB,-1.68681106656926e+002°)
2.66685866452099e+003	(6.97700088049333e+001dB,-1.68539532921670e+002°)
2.67300640866282e+003	(6.98222539644579e+001dB,-1.68400904076015e+002°)
2.67916832481854e+003	(6.98741459119886e+001dB,-1.68265160839724e+002°)
2.68534444565801e+003	(6.99256865957389e+001dB,-1.68132245331101e+002°)
2.69153480392642e+003	(6.99768780118068e+001dB,-1.68002101031788e+002°)
2.69773943244442e+003	(7.00277222000537e+001dB,-1.67874672752321e+002°)
2.70395836410835e+003	(7.00782212402146e+001dB,-1.67749906598459e+002°)
2.71019163189034e+003	(7.01283772482280e+001dB,-1.67627749938275e+002°)
2.71643926883858e+003	(7.01781923727734e+001dB,-1.67508151370004e+002°)
2.72270130807741e+003	(7.02276687920067e+001dB,-1.67391060690653e+002°)
2.72897778280754e+003	(7.02768087104819e+001dB,-1.67276428865348e+002°)
2.73526872630621e+003	(7.03256143562505e+001dB,-1.67164207997430e+002°)
2.74157417192738e+003	(7.03740879781284e+001dB,-1.67054351299275e+002°)
2.74789415310189e+003	(7.04222318431218e+001dB,-1.66946813063840e+002°)
2.75422870333766e+003	(7.04700482340041e+001dB,-1.66841548636913e+002°)
2.76057785621984e+003	(7.05175394470348e+001dB,-1.66738514390068e+002°)
2.76694164541100e+003	(7.05647077898144e+001dB,-1.66637667694301e+002°)
2.77332010465133e+003	(7.06115555792665e+001dB,-1.66538966894347e+002°)
2.77971326775878e+003	(7.06580851397415e+001dB,-1.66442371283652e+002°)
2.78612116862926e+003	(7.07042988012351e+001dB,-1.66347841080005e+002°)
2.79254384123682e+003	(7.07501988977147e+001dB,-1.66255337401794e+002°)
2.79898131963385e+003	(7.07957877655501e+001dB,-1.66164822244893e+002°)
2.80543363795120e+003	(7.08410677420398e+001dB,-1.66076258460158e+002°)
2.81190083039842e+003	(7.08860411640306e+001dB,-1.65989609731519e+002°)
2.81838293126393e+003	(7.09307103666238e+001dB,-1.65904840554649e+002°)
2.82487997491519e+003	(7.09750776819645e+001dB,-1.65821916216215e+002°)
2.83139199579886e+003	(7.10191454381083e+001dB,-1.65740802773673e+002°)
2.83791902844103e+003	(7.10629159579617e+001dB,-1.65661467035609e+002°)
2.84446110744739e+003	(7.11063915582935e+001dB,-1.65583876542616e+002°)
2.85101826750338e+003	(7.11495745488111e+001dB,-1.65507999548682e+002°)
2.85759054337442e+003	(7.11924672312996e+001dB,-1.65433805003076e+002°)
2.86417796990605e+003	(7.12350718988203e+001dB,-1.65361262532739e+002°)
2.87078058202416e+003	(7.12773908349646e+001dB,-1.65290342425141e+002°)
2.87739841473514e+003	(7.13194263131611e+001dB,-1.65221015611611e+002°)
2.88403150312607e+003	(7.13611805960325e+001dB,-1.65153253651115e+002°)
2.89067988236494e+003	(7.14026559347997e+001dB,-1.65087028714481e+002°)
2.89734358770079e+003	(7.14438545687297e+001dB,-1.65022313569049e+002°)
2.90402265446391e+003	(7.14847787246274e+001dB,-1.64959081563748e+002°)
2.91071711806607e+003	(7.15254306163656e+001dB,-1.64897306614567e+002°)
2.91742701400063e+003	(7.15658124444527e+001dB,-1.64836963190436e+002°)
2.92415237784279e+003	(7.16059263956370e+001dB,-1.64778026299480e+002°)
2.93089324524978e+003	(7.16457746425434e+001dB,-1.64720471475661e+002°)
2.93764965196099e+003	(7.16853593433419e+001dB,-1.64664274765768e+002°)
2.94442163379821e+003	(7.17246826414466e+001dB,-1.64609412716777e+002°)
2.95120922666584e+003	(7.17637466652417e+001dB,-1.64555862363548e+002°)
2.95801246655100e+003	(7.18025535278356e+001dB,-1.64503601216852e+002°)
2.96483138952379e+003	(7.18411053268384e+001dB,-1.64452607251738e+002°)
2.97166603173747e+003	(7.18794041441640e+001dB,-1.64402858896198e+002°)
2.97851642942864e+003	(7.19174520458543e+001dB,-1.64354335020156e+002°)
2.98538261891740e+003	(7.19552510819243e+001dB,-1.64307014924743e+002°)
2.99226463660763e+003	(7.19928032862268e+001dB,-1.64260878331873e+002°)
2.99916251898709e+003	(7.20301106763354e+001dB,-1.64215905374090e+002°)
3.00607630262767e+003	(7.20671752534462e+001dB,-1.64172076584699e+002°)
3.01300602418556e+003	(7.21039990022945e+001dB,-1.64129372888157e+002°)
3.01995172040145e+003	(7.21405838910875e+001dB,-1.64087775590723e+002°)
3.02691342810074e+003	(7.21769318714523e+001dB,-1.64047266371366e+002°)
3.03389118419370e+003	(7.22130448783960e+001dB,-1.64007827272906e+002°)
3.04088502567571e+003	(7.22489248302802e+001dB,-1.63969440693401e+002°)
3.04789498962741e+003	(7.22845736288066e+001dB,-1.63932089377763e+002°)
3.05492111321494e+003	(7.23199931590139e+001dB,-1.63895756409592e+002°)
3.06196343369011e+003	(7.23551852892862e+001dB,-1.63860425203234e+002°)
3.06902198839058e+003	(7.23901518713699e+001dB,-1.63826079496049e+002°)
3.07609681474013e+003	(7.24248947404009e+001dB,-1.63792703340882e+002°)
3.08318795024878e+003	(7.24594157149401e+001dB,-1.63760281098730e+002°)
3.09029543251301e+003	(7.24937165970176e+001dB,-1.63728797431613e+002°)
3.09741929921600e+003	(7.25277991721832e+001dB,-1.63698237295626e+002°)
3.10455958812778e+003	(7.25616652095652e+001dB,-1.63668585934168e+002°)
3.11171633710544e+003	(7.25953164619352e+001dB,-1.63639828871362e+002°)
3.11888958409335e+003	(7.26287546657793e+001dB,-1.63611951905639e+002°)
3.12607936712337e+003	(7.26619815413746e+001dB,-1.63584941103487e+002°)
3.13328572431500e+003	(7.26949987928714e+001dB,-1.63558782793371e+002°)
3.14050869387563e+003	(7.27278081083800e+001dB,-1.63533463559805e+002°)
3.14774831410073e+003	(7.27604111600622e+001dB,-1.63508970237580e+002°)
3.15500462337404e+003	(7.27928096042272e+001dB,-1.63485289906138e+002°)
3.16227766016779e+003	(7.28250050814308e+001dB,-1.63462409884098e+002°)
3.16956746304290e+003	(7.28569992165787e+001dB,-1.63440317723914e+002°)
3.17687407064918e+003	(7.28887936190328e+001dB,-1.63419001206678e+002°)
3.18419752172553e+003	(7.29203898827205e+001dB,-1.63398448337054e+002°)
3.19153785510016e+003	(7.29517895862470e+001dB,-1.63378647338333e+002°)
3.19889510969080e+003	(7.29829942930096e+001dB,-1.63359586647629e+002°)
3.20626932450486e+003	(7.30140055513148e+001dB,-1.63341254911184e+002°)
3.21366053863971e+003	(7.30448248944970e+001dB,-1.63323640979798e+002°)
3.22106879128283e+003	(7.30754538410393e+001dB,-1.63306733904372e+002°)
3.22849412171203e+003	(7.31058938946960e+001dB,-1.63290522931569e+002°)
3.23593656929567e+003	(7.31361465446160e+001dB,-1.63274997499571e+002°)
3.24339617349288e+003	(7.31662132654684e+001dB,-1.63260147233960e+002°)
3.25087297385373e+003	(7.31960955175685e+001dB,-1.63245961943685e+002°)
3.25836701001947e+003	(7.32257947470048e+001dB,-1.63232431617140e+002°)
3.26587832172274e+003	(7.32553123857672e+001dB,-1.63219546418338e+002°)
3.27340694878777e+003	(7.32846498518760e+001dB,-1.63207296683175e+002°)
3.28095293113057e+003	(7.33138085495104e+001dB,-1.63195672915790e+002°)
3.28851630875921e+003	(7.33427898691389e+001dB,-1.63184665785015e+002°)
3.29609712177396e+003	(7.33715951876491e+001dB,-1.63174266120911e+002°)
3.30369541036753e+003	(7.34002258684776e+001dB,-1.63164464911387e+002°)
3.31131121482529e+003	(7.34286832617411e+001dB,-1.63155253298907e+002°)
3.31894457552548e+003	(7.34569687043658e+001dB,-1.63146622577268e+002°)
3.32659553293942e+003	(7.34850835202187e+001dB,-1.63138564188467e+002°)
3.33426412763172e+003	(7.35130290202371e+001dB,-1.63131069719637e+002°)
3.34195040026051e+003	(7.35408065025588e+001dB,-1.63124130900057e+002°)
3.34965439157764e+003	(7.35684172526517e+001dB,-1.63117739598236e+002°)
3.35737614242891e+003	(7.35958625434433e+001dB,-1.63111887819067e+002°)
3.36511569375427e+003	(7.36231436354492e+001dB,-1.63106567701047e+002°)
3.37287308658805e+003	(7.36502617769018e+001dB,-1.63101771513567e+002°)
3.38064836205918e+003	(7.36772182038779e+001dB,-1.63097491654261e+002°)
3.38844156139138e+003	(7.37040141404264e+001dB,-1.63093720646421e+002°)
3.39625272590344e+003	(7.37306507986943e+001dB,-1.63090451136476e+002°)
3.40408189700936e+003	(7.37571293790530e+001dB,-1.63087675891524e+002°)
3.41192911621864e+003	(7.37834510702237e+001dB,-1.63085387796927e+002°)
3.41979442513644e+003	(7.38096170494015e+001dB,-1.63083579853959e+002°)
3.42767786546385e+003	(7.38356284823790e+001dB,-1.63082245177512e+002°)
3.43557947899809e+003	(7.38614865236697e+001dB,-1.63081376993852e+002°)
3.44349930763273e+003	(7.38871923166294e+001dB,-1.63080968638430e+002°)
3.45143739335791e+003	(7.39127469935777e+001dB,-1.63081013553742e+002°)
3.45939377826056e+003	(7.39381516759178e+001dB,-1.63081505287239e+002°)
3.46736850452466e+003	(7.39634074742559e+001dB,-1.63082437489285e+002°)
3.47536161443140e+003	(7.39885154885200e+001dB,-1.63083803911160e+002°)
3.48337315035946e+003	(7.40134768080762e+001dB,-1.63085598403115e+002°)
3.49140315478520e+003	(7.40382925118463e+001dB,-1.63087814912457e+002°)
3.49945167028291e+003	(7.40629636684218e+001dB,-1.63090447481699e+002°)
3.50751873952501e+003	(7.40874913361795e+001dB,-1.63093490246731e+002°)
3.51560440528231e+003	(7.41118765633938e+001dB,-1.63096937435045e+002°)
3.52370871042420e+003	(7.41361203883496e+001dB,-1.63100783363994e+002°)
3.53183169791890e+003	(7.41602238394531e+001dB,-1.63105022439095e+002°)
3.53997341083367e+003	(7.41841879353420e+001dB,-1.63109649152365e+002°)
3.54813389233508e+003	(7.42080136849952e+001dB,-1.63114658080696e+002°)
3.55631318568918e+003	(7.42317020878398e+001dB,-1.63120043884269e+002°)
3.56451133426176e+003	(7.42552541338587e+001dB,-1.63125801304995e+002°)
3.57272838151861e+003	(7.42786708036963e+001dB,-1.63131925165005e+002°)
3.58096437102568e+003	(7.43019530687633e+001dB,-1.63138410365152e+002°)
3.58921934644937e+003	(7.43251018913405e+001dB,-1.63145251883570e+002°)
3.59749335155674e+003	(7.43481182246811e+001dB,-1.63152444774245e+002°)
3.60578643021574e+003	(7.43710030131126e+001dB,-1.63159984165627e+002°)
3.61409862639544e+003	(7.43937571921371e+001dB,-1.63167865259269e+002°)
3.62242998416629e+003	(7.44163816885305e+001dB,-1.63176083328500e+002°)
3.63078054770032e+003	(7.44388774204413e+001dB,-1.63184633717118e+002°)
3.63915036127138e+003	(7.44612452974871e+001dB,-1.63193511838120e+002°)
3.64753946925538e+003	(7.44834862208514e+001dB,-1.63202713172455e+002°)
3.65594791613055e+003	(7.45056010833784e+001dB,-1.63212233267803e+002°)
3.66437574647763e+003	(7.45275907696668e+001dB,-1.63222067737383e+002°)
3.67282300498014e+003	(7.45494561561633e+001dB,-1.63232212258782e+002°)
3.68128973642461e+003	(7.45711981112539e+001dB,-1.63242662572816e+002°)
3.68977598570080e+003	(7.45928174953553e+001dB,-1.63253414482407e+002°)
3.69828179780195e+003	(7.46143151610041e+001dB,-1.63264463851488e+002°)
3.70680721782505e+003	(7.46356919529462e+001dB,-1.63275806603934e+002°)
3.71535229097101e+003	(7.46569487082242e+001dB,-1.63287438722506e+002°)
3.72391706254497e+003	(7.46780862562640e+001dB,-1.63299356247827e+002°)
3.73250157795649e+003	(7.46991054189609e+001dB,-1.63311555277374e+002°)
3.74110588271982e+003	(7.47200070107639e+001dB,-1.63324031964493e+002°)
3.74973002245412e+003	(7.47407918387596e+001dB,-1.63336782517432e+002°)
3.75837404288372e+003	(7.47614607027549e+001dB,-1.63349803198399e+002°)
3.76703798983837e+003	(7.47820143953586e+001dB,-1.63363090322629e+002°)
3.77572190925344e+003	(7.48024537020623e+001dB,-1.63376640257485e+002°)
3.78442584717021e+003	(7.48227794013199e+001dB,-1.63390449421566e+002°)
3.79314984973609e+003	(7.48429922646269e+001dB,-1.63404514283836e+002°)
3.80189396320488e+003	(7.48630930565976e+001dB,-1.63418831362770e+002°)
3.81065823393700e+003	(7.48830825350426e+001dB,-1.63433397225524e+002°)
3.81944270839973e+003	(7.49029614510445e+001dB,-1.63448208487113e+002°)
3.82824743316749e+003	(7.49227305490329e+001dB,-1.63463261809607e+002°)
3.83707245492205e+003	(7.49423905668589e+001dB,-1.63478553901349e+002°)
3.84591782045280e+003	(7.49619422358678e+001dB,-1.63494081516184e+002°)
3.85478357665698e+003	(7.49813862809719e+001dB,-1.63509841452702e+002°)
3.86366977053995e+003	(7.50007234207217e+001dB,-1.63525830553502e+002°)
3.87257644921543e+003	(7.50199543673767e+001dB,-1.63542045704462e+002°)
3.88150365990574e+003	(7.50390798269749e+001dB,-1.63558483834033e+002°)
3.89045144994206e+003	(7.50581004994016e+001dB,-1.63575141912540e+002°)
3.89941986676468e+003	(7.50770170784576e+001dB,-1.63592016951500e+002°)
3.90840895792327e+003	(7.50958302519264e+001dB,-1.63609106002951e+002°)
3.91741877107708e+003	(7.51145407016401e+001dB,-1.63626406158796e+002°)
3.92644935399524e+003	(7.51331491035455e+001dB,-1.63643914550162e+002°)
3.93550075455702e+003	(7.51516561277681e+001dB,-1.63661628346763e+002°)
3.94457302075202e+003	(7.51700624386767e+001dB,-1.63679544756287e+002°)
3.95366620068052e+003	(7.51883686949460e+001dB,-1.63697661023785e+002°)
3.96278034255363e+003	(7.52065755496190e+001dB,-1.63715974431077e+002°)
3.97191549469364e+003	(7.52246836501686e+001dB,-1.63734482296170e+002°)
3.98107170553420e+003	(7.52426936385584e+001dB,-1.63753181972681e+002°)
3.99024902362065e+003	(7.52606061513025e+001dB,-1.63772070849280e+002°)
3.99944749761020e+003	(7.52784218195251e+001dB,-1.63791146349134e+002°)
4.00866717627225e+003	(7.52961412690184e+001dB,-1.63810405929370e+002°)
4.01790810848862e+003	(7.53137651203012e+001dB,-1.63829847080543e+002°)
4.02717034325381e+003	(7.53312939886754e+001dB,-1.63849467326117e+002°)
4.03645392967527e+003	(7.53487284842822e+001dB,-1.63869264221951e+002°)
4.04575891697364e+003	(7.53660692121585e+001dB,-1.63889235355803e+002°)
4.05508535448305e+003	(7.53833167722908e+001dB,-1.63909378346832e+002°)
4.06443329165134e+003	(7.54004717596706e+001dB,-1.63929690845122e+002°)
4.07380277804034e+003	(7.54175347643470e+001dB,-1.63950170531204e+002°)
4.08319386332613e+003	(7.54345063714802e+001dB,-1.63970815115590e+002°)
4.09260659729932e+003	(7.54513871613934e+001dB,-1.63991622338323e+002°)
4.10204102986527e+003	(7.54681777096247e+001dB,-1.64012589968523e+002°)
4.11149721104443e+003	(7.54848785869777e+001dB,-1.64033715803950e+002°)
4.12097519097250e+003	(7.55014903595723e+001dB,-1.64054997670572e+002°)
4.13047501990081e+003	(7.55180135888939e+001dB,-1.64076433422140e+002°)
4.13999674819650e+003	(7.55344488318426e+001dB,-1.64098020939776e+002°)
4.14954042634282e+003	(7.55507966407819e+001dB,-1.64119758131558e+002°)
4.15910610493941e+003	(7.55670575635862e+001dB,-1.64141642932127e+002°)
4.16869383470254e+003	(7.55832321436883e+001dB,-1.64163673302284e+002°)
4.17830366646541e+003	(7.55993209201260e+001dB,-1.64185847228613e+002°)
4.18793565117837e+003	(7.56153244275879e+001dB,-1.64208162723091e+002°)
4.19758983990926e+003	(7.56312431964594e+001dB,-1.64230617822725e+002°)
4.20726628384362e+003	(7.56470777528673e+001dB,-1.64253210589177e+002°)
4.21696503428500e+003	(7.56628286187241e+001dB,-1.64275939108409e+002°)
4.22668614265521e+003	(7.56784963117724e+001dB,-1.64298801490330e+002°)
4.23642966049459e+003	(7.56940813456274e+001dB,-1.64321795868443e+002°)
4.24619563946230e+003	(7.57095842298201e+001dB,-1.64344920399512e+002°)
4.25598413133660e+003	(7.57250054698395e+001dB,-1.64368173263219e+002°)
4.26579518801510e+003	(7.57403455671742e+001dB,-1.64391552661841e+002°)
4.27562886151503e+003	(7.57556050193537e+001dB,-1.64415056819922e+002°)
4.28548520397356e+003	(7.57707843199887e+001dB,-1.64438683983958e+002°)
4.29536426764803e+003	(7.57858839588119e+001dB,-1.64462432422082e+002°)
4.30526610491627e+003	(7.58009044217170e+001dB,-1.64486300423758e+002°)
4.31519076827681e+003	(7.58158461907983e+001dB,-1.64510286299482e+002°)
4.32513831034924e+003	(7.58307097443893e+001dB,-1.64534388380481e+002°)
4.33510878387444e+003	(7.58454955571008e+001dB,-1.64558605018425e+002°)
4.34510224171487e+003	(7.58602040998589e+001dB,-1.64582934585136e+002°)
4.35511873685484e+003	(7.58748358399420e+001dB,-1.64607375472313e+002°)
4.36515832240081e+003	(7.58893912410178e+001dB,-1.64631926091251e+002°)
4.37522105158167e+003	(7.59038707631798e+001dB,-1.64656584872567e+002°)
4.38530697774900e+003	(7.59182748629826e+001dB,-1.64681350265940e+002°)
4.39541615437739e+003	(7.59326039934785e+001dB,-1.64706220739838e+002°)
4.40554863506467e+003	(7.59468586042513e+001dB,-1.64731194781267e+002°)
4.41570447353226e+003	(7.59610391414520e+001dB,-1.64756270895516e+002°)
4.42588372362540e+003	(7.59751460478324e+001dB,-1.64781447605900e+002°)
4.43608643931346e+003	(7.59891797627789e+001dB,-1.64806723453526e+002°)
4.44631267469022e+003	(7.60031407223463e+001dB,-1.64832096997039e+002°)
4.45656248397416e+003	(7.60170293592903e+001dB,-1.64857566812393e+002°)
4.46683592150876e+003	(7.60308461031004e+001dB,-1.64883131492614e+002°)
4.47713304176275e+003	(7.60445913800317e+001dB,-1.64908789647569e+002°)
4.48745389933044e+003	(7.60582656131375e+001dB,-1.64934539903741e+002°)
4.49779854893200e+003	(7.60718692222995e+001dB,-1.64960380904007e+002°)
4.50816704541372e+003	(7.60854026242600e+001dB,-1.64986311307418e+002°)
4.51855944374834e+003	(7.60988662326518e+001dB,-1.65012329788984e+002°)
4.52897579903532e+003	(7.61122604580286e+001dB,-1.65038435039465e+002°)
4.53941616650114e+003	(7.61255857078955e+001dB,-1.65064625765155e+002°)
4.54988060149959e+003	(7.61388423867378e+001dB,-1.65090900687686e+002°)
4.56036915951207e+003	(7.61520308960503e+001dB,-1.65117258543822e+002°)
4.57088189614785e+003	(7.61651516343670e+001dB,-1.65143698085258e+002°)
4.58141886714444e+003	(7.61782049972885e+001dB,-1.65170218078430e+002°)
4.59198012836779e+003	(7.61911913775109e+001dB,-1.65196817304321e+002°)
4.60256573581266e+003	(7.62041111648533e+001dB,-1.65223494558267e+002°)
4.61317574560289e+003	(7.62169647462856e+001dB,-1.65250248649778e+002°)
4.62381021399170e+003	(7.62297525059553e+001dB,-1.65277078402353e+002°)
4.63446919736197e+003	(7.62424748252147e+001dB,-1.65303982653295e+002°)
4.64515275222658e+003	(7.62551320826474e+001dB,-1.65330960253540e+002°)
4.65586093522867e+003	(7.62677246540942e+001dB,-1.65358010067476e+002°)
4.66659380314197e+003	(7.62802529126795e+001dB,-1.65385130972777e+002°)
4.67735141287106e+003	(7.62927172288366e+001dB,-1.65412321860230e+002°)
4.68813382145173e+003	(7.63051179703331e+001dB,-1.65439581633570e+002°)
4.69894108605123e+003	(7.63174555022958e+001dB,-1.65466909209315e+002°)
4.70977326396860e+003	(7.63297301872357e+001dB,-1.65494303516603e+002°)
4.72063041263498e+003	(7.63419423850722e+001dB,-1.65521763497038e+002°)
4.73151258961387e+003	(7.63540924531573e+001dB,-1.65549288104527e+002°)
4.74241985260151e+003	(7.63661807462993e+001dB,-1.65576876305130e+002°)
4.75335225942712e+003	(7.63782076167872e+001dB,-1.65604527076908e+002°)
4.76430986805322e+003	(7.63901734144127e+001dB,-1.65632239409771e+002°)
4.77529273657597e+003	(7.64020784864941e+001dB,-1.65660012305334e+002°)
4.78630092322544e+003	(7.64139231778991e+001dB,-1.65687844776767e+002°)
4.79733448636594e+003	(7.64257078310671e+001dB,-1.65715735848661e+002°)
4.80839348449634e+003	(7.64374327860313e+001dB,-1.65743684556875e+002°)
4.81947797625032e+003	(7.64490983804409e+001dB,-1.65771689948409e+002°)
4.83058802039677e+003	(7.64607049495831e+001dB,-1.65799751081260e+002°)
4.84172367584004e+003	(7.64722528264039e+001dB,-1.65827867024293e+002°)
4.85288500162025e+003	(7.64837423415302e+001dB,-1.65856036857103e+002°)
4.86407205691365e+003	(7.64951738232899e+001dB,-1.65884259669887e+002°)
4.87528490103290e+003	(7.65065475977334e+001dB,-1.65912534563319e+002°)
4.88652359342737e+003	(7.65178639886540e+001dB,-1.65940860648416e+002°)
4.89778819368349e+003	(7.65291233176078e+001dB,-1.65969237046421e+002°)
4.90907876152506e+003	(7.65403259039340e+001dB,-1.65997662888673e+002°)
4.92039535681353e+003	(7.65514720647751e+001dB,-1.66026137316490e+002°)
4.93173803954838e+003	(7.65625621150957e+001dB,-1.66054659481052e+002°)
4.94310686986737e+003	(7.65735963677028e+001dB,-1.66083228543275e+002°)
4.95450190804692e+003	(7.65845751332642e+001dB,-1.66111843673703e+002°)
4.96592321450237e+003	(7.65954987203280e+001dB,-1.66140504052392e+002°)
4.97737084978837e+003	(7.66063674353411e+001dB,-1.66169208868793e+002°)
4.98884487459913e+003	(7.66171815826676e+001dB,-1.66197957321648e+002°)
5.00034534976879e+003	(7.66279414646074e+001dB,-1.66226748618873e+002°)
5.01187233627173e+003	(7.66386473814144e+001dB,-1.66255581977458e+002°)
5.02342589522287e+003	(7.66492996313140e+001dB,-1.66284456623355e+002°)
5.03500608787805e+003	(7.66598985105209e+001dB,-1.66313371791375e+002°)
5.04661297563428e+003	(7.66704443132572e+001dB,-1.66342326725084e+002°)
5.05824662003013e+003	(7.66809373317690e+001dB,-1.66371320676704e+002°)
5.06990708274603e+003	(7.66913778563440e+001dB,-1.66400352907009e+002°)
5.08159442560459e+003	(7.67017661753280e+001dB,-1.66429422685228e+002°)
5.09330871057094e+003	(7.67121025751422e+001dB,-1.66458529288948e+002°)
5.10504999975305e+003	(7.67223873402994e+001dB,-1.66487672004016e+002°)
5.11681835540206e+003	(7.67326207534207e+001dB,-1.66516850124444e+002°)
5.12861383991263e+003	(7.67428030952512e+001dB,-1.66546062952319e+002°)
5.14043651582324e+003	(7.67529346446767e+001dB,-1.66575309797706e+002°)
5.15228644581654e+003	(7.67630156787389e+001dB,-1.66604589978560e+002°)
5.16416369271968e+003	(7.67730464726515e+001dB,-1.66633902820636e+002°)
5.17606831950464e+003	(7.67830272998158e+001dB,-1.66663247657400e+002°)
5.18800038928858e+003	(7.67929584318357e+001dB,-1.66692623829940e+002°)
5.19995996533412e+003	(7.68028401385331e+001dB,-1.66722030686885e+002°)
5.21194711104976e+003	(7.68126726879629e+001dB,-1.66751467584315e+002°)
5.22396188999015e+003	(7.68224563464277e+001dB,-1.66780933885679e+002°)
5.23600436585646e+003	(7.68321913784928e+001dB,-1.66810428961713e+002°)
5.24807460249668e+003	(7.68418780470004e+001dB,-1.66839952190358e+002°)
5.26017266390601e+003	(7.68515166130843e+001dB,-1.66869502956681e+002°)
